movieId,released,title,actors,director,genres
87222,2011-05-26,Kung Fu Panda 2,Jack Black|Gary Oldman|Dustin Hoffman|Angelina Jolie,Jennifer Yuh,Action|Adventure|Animation|Children|Comedy|IMAX
87232,2011-06-03,X-Men: First Class,Michael Fassbender|Bill Milner|James McAvoy|Laurence Belcher,Matthew Vaughn,Action|Adventure|Sci-Fi|Thriller|War
87234,2011-03-18,Submarine,Paddy Considine|Yasmin Paige|Craig Roberts|Noah Taylor,Richard Ayoade,Comedy|Drama|Romance
87298,2011-10-14,Everything Must Go,Rebecca Hall|Will Ferrell|Michael Peña|Christopher Jordan Wallace,Dan Rush,Comedy|Drama
87304,2011-06-09,Beginners,Ewan McGregor|Goran Visnjic|Christopher Plummer|Mélanie Laurent,Mike Mills,Drama
87306,2011-06-10,Super 8,Ryan Lee|Joel McKinnon Miller|Jessica Tuck|Joel Courtney,J.J. Abrams,IMAX|Thriller|Sci-Fi|Mystery
87383,1935-07-26,Curly Top,Rochelle Hudson|John Boles|Shirley Temple|Jane Darwell,Irving Cummings,Romance|Musical|Children
87430,2011-06-17,Green Lantern,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Mark Strong,Martin Campbell,Sci-Fi|Adventure|Action
87444,2010-03-14,Elektra Luxx,Timothy Olyphant|Joseph Gordon-Levitt|Carla Gugino|Ermahn Ospina,Sebastián Gutiérrez,Comedy
87483,2011-06-17,Mr. Popper's Penguins,Jim Carrey|Ophelia Lovibond|Carla Gugino|Angela Lansbury,Mark Waters,Comedy
87485,2011-06-24,Bad Teacher,Lucy Punch|Cameron Diaz|Justin Timberlake|Jason Segel,Jake Kasdan,Comedy
87520,2011-06-29,Transformers: Dark of the Moon,Shia LaBeouf|John Turturro|Rosie Huntington-Whiteley|Josh Duhamel,Michael Bay,IMAX|Sci-Fi|War|Adventure|Action
87522,2011-07-01,Larry Crowne,Tom Hanks|Sarah Mahoney|Roxana Ortega|Randall Park,Tom Hanks,Drama|Romance|Comedy
87529,2011-04-08,Your Highness,Danny McBride|Natalie Portman|Rasmus Hardiker|James Franco,David Gordon Green,Action|Adventure|Comedy|Fantasy
87598,1946-10-07,"Dolly Sisters, The",Betty Grable|S.Z. Sakall|John Payne|June Haver,Irving Cummings,Romance|Drama|Musical
87660,2011-05-23,Too Big to Fail,John Heard|William Hurt|James Woods|Erin Dilly,Curtis Hanson,Drama
87785,2010-08-27,Takers,Chris Brown|Matt Dillon|Michael Ealy|Hayden Christensen,John Luessenhop,Thriller|Action|Crime
87869,2011-07-08,Horrible Bosses,Jason Bateman|Steve Wiebe|Charlie Day|Kevin Spacey,Seth Gordon,Comedy|Crime
87876,2011-06-24,Cars 2,Michael Caine|Larry the Cable Guy|Owen Wilson|Emily Mortimer, Brad Lewis|John Lasseter,Children|Animation|IMAX|Comedy|Adventure
87884,1972-09-01,Savage Messiah,Dorothy Tutin|Scott Antony|Helen Mirren|Lindsay Kemp,Ken Russell,Drama
87930,2011-09-29,Page One: Inside the New York Times,Sarah Ellison|David Carr|Larry Ingrassia|Dennis Crowley,Andrew Rossi,Documentary
87975,2011-04-17,Burn Notice: The Fall of Sam Axe,Pedro Pascal|Bruce Campbell|RonReaco Lee|Kiele Sanchez,Jeffrey Donovan,Mystery|Drama|Crime
88024,1990-10-12,To Sleep with Anger,DeVaughn Nixon|Paul Butler|Reina King|Mary Alice,Charles Burnett,Drama
88106,1975-02-01,Mahler,Robert Powell|Georgina Hale|Lee Montague|Miriam Karlin,Ken Russell,Drama
88118,2011-05-07,"Perfect Host, The",David Hyde Pierce|Clayne Crawford|Tyrees Allen|Cooper Barnes,Nick Tomnay,Drama|Thriller|Crime
88125,2011-07-15,Harry Potter and the Deathly Hallows: Part 2,Daniel Radcliffe|Ralph Fiennes|Alan Rickman|Michael Gambon,David Yates,Drama|Fantasy|Mystery|IMAX|Action|Adventure
88129,2011-09-16,Drive,Carey Mulligan|Bryan Cranston|Albert Brooks|Ryan Gosling,Nicolas Winding Refn,Crime|Drama|Film-Noir|Thriller
88140,2011-07-22,Captain America: The First Avenger,Chris Evans|Hayley Atwell|Sebastian Stan|Tommy Lee Jones,Joe Johnston,Action|Adventure|Sci-Fi|Thriller|War
88163,2011-07-29,"Crazy, Stupid, Love.",Steve Carell|Ryan Gosling|Emma Stone|Julianne Moore, John Requa|Glenn Ficarra,Drama|Romance|Comedy
88179,2011-08-19,One Day,Anne Hathaway|Jodie Whittaker|Tom Mison|Jim Sturgess,Lone Scherfig,Drama|Romance
88235,2011-07-07,"Guard, The",Brendan Gleeson|Liam Cunningham|Don Cheadle|Mark Strong,John Michael McDonagh,Comedy|Crime
88267,2011-07-15,Winnie the Pooh,Bud Luckey|Craig Ferguson|John Cleese|Jim Cummings,Don Hall|Stephen J. Anderson,Comedy|Animation|Children
88272,2011-08-18,"Woman, The",Sean Bridgers|Chris Krzykowski|Pollyanna McIntosh|Lauren Ashley Carter,Lucky McKee,Horror
88345,2002-08-09,Mike's New Car,Billy Crystal|John Goodman,Pete Docter| Roger Gould,Animation|Comedy
88356,2011-07-29,"Smurfs, The",Hank Azaria|Jayma Mays|Sofía Vergara|Neil Patrick Harris,Raja Gosnell,Comedy|Animation|Children
88380,2011-04-29,Dylan Dog: Dead of Night,Sam Huntington|Taye Diggs|Anita Briem|Brandon Routh,Kevin Munroe,Mystery|Horror|Comedy|Thriller
88405,2011-07-22,Friends with Benefits,Justin Timberlake|Jenna Elfman|Patricia Clarkson|Mila Kunis,Will Gluck,Romance|Comedy
88672,2011-08-26,Our Idiot Brother,Paul Rudd|Francesca Papalia|Nick Sullivan|Bob Stephenson,Jesse Peretz,Comedy
88682,2010-10-04,"Letter to Elia, A",Elias Koteas|Elia Kazan|Martin Scorsese,Kent Jones|Martin Scorsese,Documentary
88744,2011-08-05,Rise of the Planet of the Apes,Andy Serkis|Karin Konoval|Richard Ridings|Terry Notary,Rupert Wyatt,Sci-Fi|Drama|Action|Thriller
88785,2011-08-05,"Change-Up, The",Ryan Reynolds|Olivia Wilde|Leslie Mann|Jason Bateman,David Dobkin,Comedy
88810,2011-08-10,"Help, The",Emma Stone|Bryce Dallas Howard|Viola Davis|Octavia Spencer,Tate Taylor,Drama
88812,2011-08-12,30 Minutes or Less,Jesse Eisenberg|Nick Swardson|Aziz Ansari|Danny McBride,Ruben Fleischer,Comedy|Crime|Action
88879,2011-01-29,Gantz,Yuriko Yoshitaka|Kazunari Ninomiya|Ken'ichi Matsuyama|Kanata Hongô,Shinsuke Sato,Action|Horror|Sci-Fi
88932,2011-08-12,Final Destination 5,Ellen Wroe|Nicholas D'Agosto|Miles Fisher|Emma Bell,Steven Quale,Horror|Thriller|IMAX
88950,2011-04-15,"Conspirator, The",Evan Rachel Wood|Kevin Kline|Robin Wright|James McAvoy,Robert Redford,Drama
88954,2011-11-04,"Very Harold & Kumar 3D Christmas, A",Kal Penn|Austin Bickel|Patton Oswalt|Isabella Gielniak,Todd Strauss-Schulson,Comedy
89000,2011-02-11,Carancho,Ricardo Darín|Martina Gusman|Carlos Weber|José Luis Arias,Pablo Trapero,Crime|Drama|Romance
89030,2011-08-19,Fright Night,Colin Farrell|Anton Yelchin|Toni Collette|David Tennant,Craig Gillespie,Comedy|Horror
89039,2011-10-12,Another Earth,William Mapother|Brit Marling|DJ Flava|Matthew-Lee Erlbach,Mike Cahill,Sci-Fi|Romance|Drama
89047,2011-06-25,Hesher,Joseph Gordon-Levitt|Piper Laurie|Rainn Wilson|Devin Brochu,Spencer Susser,Drama
89072,2011-06-17,Stake Land,Connor Paolo|Traci Hovel|Nick Damici|Gregory Jones,Jim Mickle,Horror
89085,2011-08-31,"Debt, The",Helen Mirren|Tom Wilkinson|Romi Aboulafia|Ciarán Hinds,John Madden,Drama|Thriller
89087,2011-08-26,Colombiana,Zoe Saldana|Jordi Mollà|Lennie James|Amandla Stenberg,Olivier Megaton,Drama|Adventure|Thriller|Action
89090,2011-03-16,Bill Cunningham New York,Tom Wolfe|Anna Wintour|Bill Cunningham|Editta Sherman,Richard Press,Documentary
89102,2010-09-03,Freakonomics,James Ransone|Melvin Van Peebles|Morgan Spurlock|Tempestt Bledsoe,Alex Gibney|Eugene Jarecki|Morgan Spurlock|Seth Gordon|Heidi Ewing| Rachel Grady,Documentary
89118,2011-09-02,"Skin I Live In, The (La piel que habito)",Elena Anaya|Marisa Paredes|Antonio Banderas|Jan Cornet,Pedro Almodóvar,Drama
89194,2011-04-29,Prom,DeVaughn Nixon|Danielle Campbell|Aimee Teegarden|Thomas McDonell,Joe Nussbaum,Drama|Comedy
89203,2011-08-05,Magic Trip,Ken Kesey|Stanley Tucci|Jim Meskimen|Jerry Garcia,Alex Gibney|Alison Ellwood,Documentary
89260,2011-08-12,Project Nim,Bern Cohen|Reagan Leonard|Bob Angelini,James Marsh,Documentary
89300,2010-05-20,Win/win,Halina Reijn|Leon Voorberg|Hans Kesting|Oscar Van Rompay,Jaap van Heusden,Drama
89305,2011-08-17,"Inbetweeners Movie, The",Simon Bird|Blake Harrison|James Buckley|Joe Thomas,Ben Palmer,Comedy|Adventure
89321,2011-08-17,"Future, The",David Warshofsky|Isabella Acres|Hamish Linklater|Miranda July,Miranda July,Drama
89337,2011-08-12,"Interrupters, The",Gary Slutkin|Tio Hardiman|Ameena Matthews|Cobe Williams,Steve James,Documentary
89343,2011-09-30,Red State,Michael Angarano|Ronnie Connell|Deborah Aquila|Nicholas Braun,Kevin Smith,Thriller|Crime|Horror|Action
89356,2011-03-24,Chinese Take-Out (Chinese Take-Away) (Un cuento chino),Ignacio Huang|Muriel Santa Ana|Ricardo Darín|Enric Cambray,Sebastián Borensztein,Comedy
89388,2011-09-16,I Don't Know How She Does It,Christina Hendricks|Sarah Jessica Parker|Greg Kinnear|Pierce Brosnan,Douglas McGrath,Comedy
89408,1958-02-18,April Love,Shirley Jones|Pat Boone|Arthur O'Connell|Dolores Michaels,Henry Levin,Drama|Musical|Comedy
89427,2011-09-02,Shark Night 3D,Sara Paxton|Katharine McPhee|Chris Carmack|Dustin Milligan,David R. Ellis,Thriller|Horror
89470,2011-09-09,Contagion,Gwyneth Paltrow|Josie Ho|Tien You Chui|Daria Strokous,Steven Soderbergh,IMAX|Thriller|Sci-Fi
89492,2011-09-23,Moneyball,Brad Pitt|Jonah Hill|Philip Seymour Hoffman|Robin Wright,Bennett Miller,Drama
89678,2008-01-20,Northanger Abbey,Gerry O'Brien|Julia Dearden|Michael Judd|Geraldine James,Jon Jones,Romance|Drama
89745,2012-05-04,"Avengers, The",Chris Hemsworth|Robert Downey Jr.|Mark Ruffalo|Chris Evans,Joss Whedon,Action|Adventure|Sci-Fi|IMAX
89753,2012-01-06,Tinker Tailor Soldier Spy,Mark Strong|John Hurt|Zoltán Mucsi|Péter Kálloy Molnár,Tomas Alfredson,Thriller|Film-Noir|Drama
89759,2011-03-16,"Separation, A (Jodaeiye Nader az Simin)",Peyman Maadi|Sareh Bayat|Shahab Hosseini|Leila Hatami,Asghar Farhadi,Drama
89761,2011-11-10,"Dangerous Method, A",Viggo Mortensen|Keira Knightley|Vincent Cassel|Michael Fassbender,David Cronenberg,Drama|Thriller
89774,2011-09-09,Warrior,Jennifer Morrison|Joel Edgerton|Nick Nolte|Tom Hardy,Gavin O'Connor,Drama
89804,2011-10-07,"Ides of March, The",George Clooney|Ryan Gosling|Paul Giamatti|Philip Seymour Hoffman,George Clooney,Drama
89837,2011-09-02,Kill List,Neil Maskell|Michael Smiley|MyAnna Buring|Harry Simpson,Ben Wheatley,Horror|Mystery|Thriller
89840,2011-09-23,Killer Elite,Robert De Niro|Jason Statham|Clive Owen|Dominic Purcell,Gary McKendry,Thriller|Action
89864,2011-09-30,50/50,Joseph Gordon-Levitt|Bryce Dallas Howard|Seth Rogen|Anna Kendrick,Jonathan Levine,Comedy|Drama
89870,2007-07-22,Clapham Junction,James Bellamy|Tom Beard|Rachael Blake|Robin Berry,Adrian Shergold,Drama
89881,1951-11-23,Superman and the Mole-Men,George Reeves|Walter Reed|Jeff Corey|Phyllis Coates,Lee Sholem,Children|Mystery|Sci-Fi
89904,2012-01-20,The Artist,Jean Dujardin|Bérénice Bejo|John Goodman|James Cromwell,Michel Hazanavicius,Romance|Drama|Comedy
90057,2011-11-10,Take Shelter,Michael Shannon|Tova Stewart|Jessica Chastain|Shea Whigham,Jeff Nichols,Drama
90061,2011-04-07,"Myth of the American Sleepover, The",Claire Sloma|Brett Jacobsen|Marlon Morton|Amanda Bauer,David Robert Mitchell,Romance|Drama|Comedy
90249,2011-10-07,Real Steel,Hugh Jackman|Dakota Goyo|Anthony Mackie|Evangeline Lilly,Shawn Levy,IMAX|Sci-Fi|Drama|Action
90266,2012-02-16,Buck,Robert Redford|Gary Myers|Buck Brannaman,Cindy Meehl,Documentary
90343,2011-10-14,Footloose,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell,Craig Brewer,Musical|Drama|Comedy
90345,2011-10-14,"Thing, The",Ulrich Thomsen|Joel Edgerton|Eric Christian Olsen|Mary Elizabeth Winstead,Matthijs van Heijningen Jr.,Thriller|Sci-Fi|Mystery|Horror
90357,2011-10-07,Tyrannosaur,Olivia Colman|Jag Sanghera|Peter Mullan|Archie Lal,Paddy Considine,Drama
90374,2011-12-21,Martha Marcy May Marlene,Elizabeth Olsen|Brady Corbet|Hugh Dancy|Christopher Abbott,Sean Durkin,Drama|Thriller
90376,2011-10-21,We Need to Talk About Kevin,John C. Reilly|Tilda Swinton|Jasper Newell|Ezra Miller,Lynne Ramsay,Drama|Thriller
90403,2011-10-21,"Three Musketeers, The",Matthew Macfadyen|Milla Jovovich|Christian Oliver|Helen George,Paul W.S. Anderson,Action|Adventure
90405,2011-10-28,In Time,Justin Timberlake|Johnny Galecki|Shyloh Oostwald|Olivia Wilde,Andrew Niccol,Crime|Thriller|Sci-Fi
90428,2012-06-01,Margaret,Mark Ruffalo|Jeannie Berlin|Anna Paquin|J. Smith-Cameron,Kenneth Lonergan,Drama
90430,2011-11-18,Carnage,Jodie Foster|John C. Reilly|Kate Winslet|Christoph Waltz,Roman Polanski,Comedy|Drama
90439,2011-09-29,Margin Call,Kevin Spacey|Jeremy Irons|Zachary Quinto|Paul Bettany,J.C. Chandor,Drama|Thriller
90469,2011-10-21,Paranormal Activity 3,Christopher Nicholas Smith|Chloe Csengery|Lauren Bittner|Jessica Tyler Brown,Ariel Schulman|Henry Joost,Horror
90522,2011-10-21,Johnny English Reborn,Rowan Atkinson|Togo Igawa|Eric Carte|Roger Barclay,Oliver Parker,Adventure|Comedy|Thriller
90524,2011-09-23,Abduction,Jake Andolina|Oriah Acima Andrews|Ken Arnold|Maria Bello,John Singleton,Action|Drama|Mystery|Thriller
90531,2012-01-13,Shame,Michael Fassbender|James Badge Dale|Lucy Walters|Mari-Ange Ramirez,Steve McQueen|Steve McQueen,Drama
90576,2011-09-30,What's Your Number?,Anna Faris|Ari Graynor|Chris Evans|Blythe Danner,Mark Mylod,Comedy|Romance
90600,2011-08-26,Headhunters (Hodejegerne),Nikolaj Coster-Waldau|Eivind Sander|Aksel Hennie|Synnøve Macody Lund,Morten Tyldum,Action|Crime|Thriller
90603,2011-10-18,Batman: Year One,Bryan Cranston|Ben McKenzie|Eliza Dushku|Jon Polito,Lauren Montgomery|Sam Liu,Crime|Animation|Action
90647,2011-10-28,Puss in Boots,Antonio Banderas|Zach Galifianakis|Billy Bob Thornton|Salma Hayek,Chris Miller,Animation|Adventure|IMAX|Fantasy|Comedy
90717,2011-11-04,Tower Heist,Casey Affleck|Alan Alda|Ben Stiller|Eddie Murphy,Brett Ratner,Action|Crime|Comedy
90719,2011-11-11,J. Edgar,Leonardo DiCaprio|Geoff Pierson|Cheryl Lawson|Josh Hamilton,Clint Eastwood,Drama
90738,2011-10-28,"Double, The",Martin Sheen|Topher Grace|Richard Gere|Tamer Hassan,Michael Brandt,Action|Thriller|Mystery|Drama|Crime
90746,2011-12-21,"Adventures of Tintin, The",Nick Frost|Andy Serkis|Daniel Craig|Jamie Bell,Steven Spielberg,Mystery|IMAX|Action|Animation
90863,2011-10-04,George Harrison: Living in the Material World,George Harrison|Ringo Starr|Paul McCartney|John Lennon,Martin Scorsese,Documentary
90866,2011-11-23,Hugo,Asa Butterfield|Sacha Baron Cohen|Chloë Grace Moretz|Ben Kingsley,Martin Scorsese,Drama|Mystery|Children
90870,2011-10-21,Trespass,Nicole Kidman|Nicolas Cage|Ben Mendelsohn|Liana Liberato,Joel Schumacher,Thriller|Crime|Drama
90888,2011-11-11,Immortals,Stephen Dorff|Henry Cavill|Mickey Rourke|Freida Pinto,Tarsem Singh,Action|Drama|Fantasy
90890,2011-11-11,Jack and Jill,Adam Sandler|Katie Holmes|Al Pacino|Elodie Tougne,Dennis Dugan,Comedy
90947,2011-08-31,"Oslo, August 31st (Oslo, 31. august)",Hans Olav Brenner|Anders Danielsen Lie|Malin Crépin|Aksel Thanke,Joachim Trier,Drama
91077,2011-12-09,"Descendants, The",George Clooney|Amara Miller|Nick Krause|Shailene Woodley,Alexander Payne,Drama|Comedy
91094,2011-11-23,"Muppets, The",Jason Segel|Chris Cooper|Rashida Jones|Amy Adams,James Bobin,Musical|Comedy|Children
91104,2011-11-18,"Twilight Saga: Breaking Dawn - Part 1, The",Gil Birmingham|Taylor Lautner|Sarah Clarke|Billy Burke,Bill Condon,Adventure|Fantasy|Drama|Romance
91126,2011-12-25,War Horse,Emily Watson|Peter Mullan|Jeremy Irvine|Niels Arestrup,Steven Spielberg,Drama|War
91128,2011-10-28,"Rum Diary, The",Aaron Eckhart|Johnny Depp|Amber Heard|Michael Rispoli,Bruce Robinson,Thriller|Drama|Comedy
91134,2011-12-23,My Week with Marilyn,Michelle Williams|Julia Ormond|Eddie Redmayne|Kenneth Branagh,Simon Curtis,Drama
91199,2011-11-04,Weekend,Tom Cullen|Chris New|Jonathan Race|Laura Freeman,Andrew Haigh,Drama|Romance
91273,2011-11-30,Bunraku,Josh Hartnett|Ron Perlman|Woody Harrelson|Gackt,Guy Moshe,Action|Drama|Fantasy
91286,1935-02-22,"Little Colonel, The",John Lodge|Lionel Barrymore|Evelyn Venable|Shirley Temple,David Butler,Children|Comedy|Crime|Drama
91323,2011-12-09,"Sitter, The",Jonah Hill|Max Records|J.B. Smoove|Ari Graynor,David Gordon Green,Comedy
91325,2012-01-20,Extremely Loud and Incredibly Close,Thomas Horn|Tom Hanks|Zoe Caldwell|Sandra Bullock,Stephen Daldry,Drama
91355,2006-05-19,Asterix and the Vikings (Astérix et les Vikings),Roger Carel|Lorànt Deutsch|Sara Forestier|Jacques Frantz,Jesper Møller|Stefan Fjeldmark,Children|Comedy|Fantasy|Adventure|Animation
91414,2011-11-23,Arthur Christmas,Hugh Laurie|Bill Nighy|Jim Broadbent|James McAvoy,Sarah Smith,Drama|Comedy|Children|Animation
91470,2013-06-06,Violet & Daisy,Saoirse Ronan|Alexis Bledel|Marianne Jean-Baptiste|James Gandolfini,Geoffrey Fletcher,Drama|Action
91483,2013-02-01,Bullet to the Head,Sylvester Stallone|Adewale Akinnuoye-Agbaje|Sarah Shahi|Sung Kang,Walter Hill,Film-Noir|Crime|Action
91485,2012-08-17,"Expendables 2, The",Dolph Lundgren|Jet Li|Sylvester Stallone|Jason Statham,Simon West,Adventure|Action
91488,1982-12-26,"Snowman, The",Raymond Briggs|David Bowie,Dianne Jackson| Jimmy T. Murakami,Musical|Children|Animation
91500,2012-03-23,The Hunger Games,Stanley Tucci|Wes Bentley|Jennifer Lawrence|Willow Shields,Gary Ross,Drama|Adventure|Action|Sci-Fi|Thriller
91505,2011-04-07,Clone (Womb),Eva Green|Matt Smith|Peter Wight|Lesley Manville,Benedek Fliegauf,Sci-Fi|Drama|Romance
91529,2012-07-20,"Dark Knight Rises, The",Gary Oldman|Joseph Gordon-Levitt|Christian Bale|Tom Hardy,Christopher Nolan,IMAX|Action|Crime|Adventure
91535,2012-08-10,"Bourne Legacy, The",Stacy Keach|Edward Norton|Jeremy Renner|Scott Glenn,Tony Gilroy,Thriller|IMAX|Adventure|Drama|Action
91542,2011-12-16,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.|Noomi Rapace|Jude Law|Rachel McAdams,Guy Ritchie,Action|Adventure|Comedy|Crime|Mystery|Thriller
91548,2011-01-27,Life in a Day,Moica|Cindy Baer|Hiroaki Aikawa|Ester Brym,Kevin Macdonald| Joaquin Montalvan| Lilit Movsisyan| Emmanuelle Pickett| Marcus Tedenryd| Zuqy| Soma Helmi| Alejo Crisóstomo| Zillah Bowes| Jack Attridge,Documentary|Drama
91582,1966-06-15,Stagecoach,Ann-Margret|Red Buttons|Mike Connors|Alex Cord,Gordon Douglas,Western
91610,2008-09-09,Toronto Stories,Sook-Yin Lee|K.C. Collins|Carly Pope|Gil Bellows,David Weaver|Sook-Yin Lee| Sudz Sutherland| Aaron Woodley,Drama
91622,2011-12-16,Young Adult,Patton Oswalt|Charlize Theron|Elizabeth Reaser|Patrick Wilson,Jason Reitman,Comedy|Drama
91628,2011-12-09,New Year's Eve,Zac Efron|Michelle Pfeiffer|Charlotte Marshall-Fricker|Fiona Choi,Garry Marshall,Comedy|Romance
91630,2011-12-21,Mission: Impossible - Ghost Protocol,Simon Pegg|Paula Patton|Tom Cruise|Jeremy Renner,Brad Bird,Action|Adventure|Thriller|IMAX
91653,2011-12-23,We Bought a Zoo,Matt Damon|Colin Ford|Scarlett Johansson|Thomas Haden Church,Cameron Crowe,Drama|Comedy
91658,2011-12-21,"Girl with the Dragon Tattoo, The",Daniel Craig|Stellan Skarsgård|Christopher Plummer|Rooney Mara,David Fincher,Thriller|Drama
91660,2011-12-25,"Darkest Hour, The",Max Minghella|Olivia Thirlby|Rachael Taylor|Emile Hirsch,Chris Gorak,Horror|Action|Thriller|Sci-Fi
91673,2012-02-22,Albert Nobbs,Glenn Close|Pauline Collins|Antonia Campbell-Hughes|Mia Wasikowska,Rodrigo García,Drama
91688,2011-07-15,Salvation Boulevard,Ed Harris|Jennifer Connelly|Greg Kinnear|Pierce Brosnan,George Ratliff,Comedy|Thriller
91690,2012-03-16,Friends with Kids,Jennifer Westfeldt|Chris O'Dowd|Adam Scott|Maya Rudolph,Jennifer Westfeldt,Comedy
91842,2012-01-13,Contraband,Kate Beckinsale|Ben Foster|Giovanni Ribisi|Mark Wahlberg,Baltasar Kormákur,Crime|Action|Thriller|Drama
91869,2012-04-27,Being Elmo: A Puppeteer's Journey,Kevin Clash|Whoopi Goldberg|Fran Brill|Bill Barretta,Constance Marks,Documentary
91873,2012-01-13,Joyful Noise,Queen Latifah|Keke Palmer|Dolly Parton|Jeremy Jordan,Todd Graff,Musical|Comedy
91886,2011-09-23,Dolphin Tale,Harry Connick Jr.|Ashley Judd|Kris Kristofferson|Nathan Gamble,Charles Martin Smith,Children|Drama
91890,2012-01-13,"Iron Lady, The",Meryl Streep|Jim Broadbent|Alice da Cunha|Susan Brown,Phyllida Lloyd,Drama
91935,2011-10-14,Albatross,Josef Altin|Jessica Brown Findlay|Felicity Jones|Harry Treadaway,Niall MacCormick,Drama
91947,2012-08-24,"Revenant, The",Jacy King|David Anders|Louise Griffiths|Chris Wylde,D. Kerry Prior,Horror|Comedy
91974,2012-01-20,Underworld: Awakening,Kate Beckinsale|Stephen Rea|Michael Ealy|Theo James,Björn Stein|Måns Mårlind,Fantasy|Horror|Action|IMAX
91976,2012-01-27,"Grey, The",Liam Neeson|Frank Grillo|Dallas Roberts|Dermot Mulroney,Joe Carnahan,Drama|Action
91978,2012-01-27,Man on a Ledge,Sam Worthington|William Sadler|Mandy Gonzalez|Barbara Marineau,Asger Leth,Crime|Thriller
92004,2003-09-12,Chill Out! (Descongélate!),Pepón Nieto|Candela Peña|Loles León|Rubén Ochandiano, Félix Sabroso|Dunia Ayaso,Drama|Comedy
92008,2012-01-20,Haywire,Debby Lynn Ross|Channing Tatum|Michael Angarano|Gina Carano,Steven Soderbergh,Action|Thriller
92048,2011-10-27,"Whistleblower, The",Rachel Weisz|Vanessa Redgrave|David Strathairn|Monica Bellucci,Larysa Kondracki,Thriller|Drama
92058,2011-11-01,"Human Centipede II (Full Sequence), The",Kandace Caine|Ashlynn Yennie|Maddi Black|Laurence R. Harvey,Tom Six,Horror
92163,2009-03-06,Fados,Mariza|Lila Downs|Carlos do Carmo|Camané,Carlos Saura,Musical|Documentary
92198,2011-09-02,Seeking Justice,Nicolas Cage|January Jones|Guy Pearce|Harold Perrineau,Roger Donaldson,Drama|Action|Thriller
92206,2011-12-27,Hostel: Part III (,Kip Pardue|Sarah Habel|John Hensley|Brian Hallisay,Scott Spiegel,Thriller|Horror
92210,2010-05-21,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu)",Aya Hirano|Minori Chihara|Tomokazu Sugita|Yûko Gotô,Tatsuya Ishihara| Yasuhiro Takemoto,Adventure|Animation|Drama|Mystery|Sci-Fi
92234,2012-01-20,Red Tails,Terrence Howard|Nate Parker|Cuba Gooding Jr.|David Oyelowo,Anthony Hemingway,Action|Adventure|Drama|War
92259,2011-11-02,Intouchables,François Cluzet|Anne Le Ny|Omar Sy|Audrey Fleurot, Eric Toledano|Olivier Nakache,Comedy|Drama
92264,2012-01-27,One for the Money,Katherine Heigl|Jason O'Mara|Daniel Sunjata|John Leguizamo,Julie Anne Robinson,Crime|Action|Comedy
92309,2012-03-29,"Innkeepers, The",Sara Paxton|Pat Healy|Jake Ryan|Alison Bartlett,Ti West,Horror|Thriller
92420,2012-02-03,Chronicle,Michael Kelly|Alex Russell|Michael B. Jordan|Dane DeHaan,Josh Trank,Action|Thriller|Sci-Fi
92424,1993-10-05,Dottie Gets Spanked,J. Evan Bonifant|Barbara Garrick|Julie Halston|Robert Pall,Todd Haynes,Drama
92439,2011-06-17,"Art of Getting By, The",Freddie Highmore|Emma Roberts|Marcus Carl Franklin|Sasha Spielberg,Gavin Wiesen,Romance|Drama
92494,2004-11-15,Dylan Moran: Monster,Mark Heap|Dylan Moran,Michael Matheson,Comedy|Documentary
92496,2006-12-01,"Dylan Moran: Like, Totally",Dylan Moran,Michael Matheson,Comedy
92507,2012-02-10,Safe House,Denzel Washington|Ryan Reynolds|Vera Farmiga|Brendan Gleeson,Daniel Espinosa,Thriller|Action|Mystery|Crime
92509,2012-02-10,"Vow, The",Sam Neill|Rachel McAdams|Channing Tatum|Jessica Lange,Michael Sucsy,Drama|Romance
92535,2011-12-08,Louis C.K.: Live at the Beacon Theater,Louis C.K.,Louis C.K.,Comedy
92613,2007-06-16,Holding Trevor,Christopher Wyllie|Brent Gorski|Jay Brannan|Melissa Searing,Rosser Goodman,Drama|Romance
92665,2012-11-02,"For a Good Time, Call...",Ari Graynor|Justin Long|Lauren Miller|James Wolk,Jamie Travis,Romance|Comedy|Drama
92681,2012-02-10,Journey 2: The Mysterious Island,Michael Caine|Luis Guzmán|Josh Hutcherson|Dwayne Johnson,Brad Peyton,Sci-Fi|IMAX|Adventure|Comedy|Action
92694,2011-10-07,Perfect Sense,Eva Green|Connie Nielsen|Ewan McGregor|Lauren Tempany,David Mackenzie,Sci-Fi|Drama|Romance
92751,2011-02-03,Kokowääh,Meret Becker|Anne-Sophie Briest|Numan Acar|Gode Benedix,Til Schweiger,Comedy
92756,1975-10-08,Hearts of the West,Andy Griffith|Jeff Bridges|Donald Pleasence|Blythe Danner,Howard Zieff,Comedy|Western
92938,2012-02-17,Ghost Rider: Spirit of Vengeance,Nicolas Cage|Idris Elba|Violante Placido|Ciarán Hinds,Brian Taylor|Mark Neveldine,Thriller|Fantasy|Action
92954,2009-01-24,Prayers for Bobby,Sigourney Weaver|Henry Czerny|Austin Nichols|Ryan Kelley,Russell Mulcahy,Drama
