accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day
18,6.1947,2.801,9.794,1.4344,1,434.728,9.206,11.3889,23.335
19,6.8295,9.3179,4.311,3.8216,1,3.2975,9.707,347.298,3.5893
24,1.2637,5.2299,672,4.6707,0,493.523,1.2006,200.453,2.6562
14,6.5629,4.322,4.609,4.5748,0,200.313,2.866,63.446,591
20,5.5856,3.425,464,6.872,1,8.5315,1.3115,667.387,172.427
14,5.9117,7.685,2.943,2.5158,1,467.837,422,211.773,7.353
21,4.2348,3.9294,5.869,4.644,1,2.2713,191,427.337,208.885
25,1.7333,6.6993,3.096,4.8049,1,235.053,7.098,606.129,152.113
31,2.7401,4.6989,6.854,1.0761,1,385.114,2.8164,662.364,138.584
17,9.5567,3.8372,822,9.871,1,158.375,2.865,11.1621,11.6854
16,4.6783,1.1916,4.204,4.4444,1,264.417,1.587,921.862,6.1962
18,5.2001,2.4494,9.001,4.8393,0,350.207,1.9391,4.3742,1.5525
25,1.4744,1.2014,798,3.4882,1,475.988,2.3878,973.213,10.6456
28,1.3381,8.075,8.401,605,1,5.1351,1.677,323.163,2.3789
15,7.4546,1.3524,8.286,2.4293,1,7.8613,1.1229,323.182,217.375
24,5.8429,5.9537,322,4.083,1,254.435,1.9267,451.566,199.039
21,5.5784,3.4274,2.987,2.8624,0,209.237,2.6948,698.009,148.743
22,3.1881,2.2598,3.051,663,0,205.398,2.1805,168.006,10.8586
17,7.7028,6.3947,8.114,8.594,1,148.481,1.0502,262.435,10.9007
25,2.5141,4.57,8.317,4.3207,0,280.342,2.7299,961.957,11.1484
26,2.7094,4.2015,3.297,2.6351,1,441.644,1.9939,878.074,178.911
20,5.1464,5.9285,5.926,3.5292,0,8.0462,2.4907,220.268,3.0289
21,3.5765,4.9127,1.389,1.8653,0,10.7643,1.1565,577.281,12.7511
19,3.2272,3.0348,4.688,2.6624,0,335.412,65,211.566,19.504
16,6.8071,5.5906,9.988,4.8855,0,2.8099,4.985,554.561,12.243
21,6.8587,6.695,1.588,1.6485,1,336.882,2.7815,372.116,3.298
8,8.4207,2.669,9.476,3.3739,1,157.228,994,36.88,5.8726
24,4.7594,4.6587,8.243,8.625,0,178.927,1.7881,638.719,16.046
25,1.6578,5.768,9.722,6.087,0,202.775,1.2274,259.322,224.208
19,3.463,1.8641,1.796,3.9182,1,174.794,1.2887,410.217,21.45
16,9.82,5.6051,2.135,4.2205,1,420.605,1.2025,926.006,197.449
22,6.3663,8.6619,169,3.3416,1,473.034,2.023,757.811,228.039
17,7.3876,8.8281,7.247,791,0,274.006,367,389.451,6.718
21,1.0662,6.994,6.441,1.2029,1,290.939,1.888,237.959,2.975
14,5.6639,4.1911,1.781,4.5559,1,3.5242,1.617,662.422,8.505
30,1.3378,5.8301,7.911,1.4435,1,356.596,2.568,809.613,138.483
17,6.1231,1.4707,2.992,4.0943,1,292.049,2.0899,862.157,7.5952
12,9.2869,7.6543,135,1.4297,1,2.5197,3.426,568.638,1.0609
11,9.7158,7.4424,4.226,4.6973,0,9.9213,7.845,521.632,12.1725
18,5.865,9.0334,91,4.5723,0,10.0972,1.9708,722.446,4.7927
15,5.1238,849,2.632,2.163,0,8.5484,3.368,184.009,174.617
14,9.5052,2.1668,3.713,3.8521,1,329.323,2.7308,853.618,2.1408
24,7.0625,8.2719,8.519,8.473,0,46.422,1.4325,8.3184,22.995
33,1.5841,6.7058,7.925,1.0764,1,381.488,2.8892,606.987,210.403
24,5.1915,8.9439,4.428,2.2992,1,238.687,5.775,593.797,209.725
17,3.1622,5.718,7.246,2.8816,0,202.026,919,317.595,189.574
22,5.2282,5.9696,5.686,1.629,1,193.229,1.7708,4.5108,152.061
20,5.0992,5.6905,3.408,2.8769,1,300.623,9.862,720.676,1.2823
15,6.2393,3.567,7.259,8.533,0,17.961,1.7172,3.3932,158.982
23,4.2109,5.1352,6.835,1.117,0,11.3061,1.421,187.816,179.263
25,2.4784,6.0952,6.191,2.8561,1,301.421,1.3715,548.794,3.1397
21,5.5335,1.9129,618,2.5871,0,195.353,2.5535,940.583,147.781
12,8.4718,2.7333,683,3.4483,1,7.062,5.755,7.5274,11.4928
17,6.9761,6.4035,3.845,3.2491,0,1.1116,1.4989,582.999,11.3386
21,4.0453,4.683,8.691,4.4874,1,137.068,1.248,335.604,4.7871
20,9.4197,8.5801,1.623,2.2973,1,256.211,2.0213,672.724,177.465
14,9.2099,3.4238,8.839,418,0,17.712,1.504,95.338,22.203
19,2.8841,2.6666,3.423,3.1533,0,1.2028,1.5883,275.904,189.073
27,1.3548,9.8487,125,3.3757,0,11.1576,1.4356,956.368,8.8568
23,7.6718,9.1114,0.6,2.6075,1,4.821,2.9207,87.192,236.203
15,8.4485,2.899,376,3.4465,1,474.316,2.2675,610.985,8.7401
14,9.7108,7.7073,8.155,1.6179,0,156.417,4.649,760.654,5.6262
14,9.1985,1.1033,4.308,744,1,7.383,1.5276,866.239,23.234
18,6.4048,2.749,6.686,3.3228,1,330.282,2.3512,805.434,189.556
19,5.7705,2.737,3.083,1.2259,1,11.6224,1.5737,333.441,182.699
22,1.2506,2.6935,2.095,2.2816,1,283.368,1.0701,814.478,1.8584
23,3.2199,8.1932,388,2.4581,1,7.5373,1.13,320.384,4.6086
23,5.1365,7.1067,6.068,2.386,1,492.007,1.101,868.408,4.444
24,6.6565,9.8161,6.569,2.9922,1,48.513,599,262.911,186.396
24,6.0153,7.1151,5.782,1.473,0,327.992,2.1918,576.538,6.6778
15,7.6837,4.1826,9.881,4.9484,0,353.601,1.8327,695.994,3.1734
22,3.5179,6.9893,6.911,3.5816,1,212.939,806,431.533,4.3654
27,6.0846,9.9946,9.315,2.1269,1,48.109,1.8901,785.143,153.872
29,1.7933,7.1014,1.179,9.567,1,21.187,9.262,926.102,10.3932
23,4.723,7.6168,614,4.009,1,11.9734,7.301,194.391,225.935
20,7.7514,9.3837,311,3.361,1,5.7689,2.2235,4.3108,8.7814
16,7.2406,1.1365,1.366,1.5848,0,10.4063,2.4273,630.251,20.013
16,9.9158,7.0478,5.259,1.1474,0,286.107,1.8771,606.165,131.152
27,3.501,8.5081,519,1.8998,0,12.2546,2.3524,347.891,169.283
22,5.4837,9.5438,575,2.9646,1,327.125,1.0971,787.608,4.0479
16,3.9658,2.1097,7.452,3.3585,0,191.092,2.154,827.881,179.756
22,4.9654,5.0393,9.713,3.2259,0,443.436,1.8147,338.666,2.0557
16,8.7126,6.8055,8.783,4.3163,1,279.239,7.679,68.545,165.869
18,7.1579,2.4747,1.184,1.0938,0,311.302,2.3324,645.605,11.1724
13,8.942,6.1947,3.385,3.1837,1,27.828,1.0743,349.218,5.4846
27,2.8316,2.5758,2.558,5.056,1,442.784,2.012,969.457,11.5293
12,8.8603,3.3346,1.768,2.7397,0,3.171,1.6586,352.938,205.363
23,1.5379,4.4152,5.447,2.9198,0,3.3674,2.4525,624.081,3.7133
20,8.9974,5.2919,5.533,1.0812,1,35.087,2.4969,386.325,4.071
19,3.9617,4.4937,2.272,1.9585,1,383.982,2.049,2.1715,12.8159
22,3.8313,4.932,7.119,4.136,1,216.795,8.853,10.0722,150.061
22,5.6088,2.9859,7.329,742,1,176.153,2.6126,239.993,10.0848
9,9.4662,1.5897,21,2.1725,1,138.973,1.212,814.047,6.3934
20,1.43,4.735,3.958,4.6637,0,11.7197,1.5446,447.644,1.6126
20,4.1701,1.9598,8.901,2.5205,1,455.979,0.55,592.737,1.195
15,8.7091,5.8194,5.203,3.6257,0,14.757,1.6581,944.418,9.797
23,4.5645,7.8612,3.476,4.1343,1,324.039,7.938,155.553,216.308
23,2.7924,1.6925,2.537,1.0189,0,393.547,2.4877,863.201,3.1526
15,4.8231,1.0856,2.434,1.0911,1,1.0983,6.007,385.444,7.083
22,4.47,7.4929,998,3.793,1,1.6937,1.0796,344.105,236.614
11,9.2387,3.0516,8.172,3.7665,0,166.569,2.852,629.273,222.594
21,7.8574,9.515,867,3.009,0,348.008,1.7639,899.652,1.0287
24,5.546,7.1432,2.923,1.6125,1,130.399,2.8259,355.051,132.303
9,9.8953,3.2676,457,1.9927,0,742,5.195,763.794,15.204
16,5.1875,2.8954,7.814,4.1452,1,144.074,592,2.905,1.2987
26,1.5241,5.237,393,2.1093,1,4.5065,1.2674,626.871,17.475
19,3.3605,7.914,3.083,4.6296,1,10.9707,2.2452,634.253,237.089
20,4.9246,1.1768,5.733,4.983,1,166.595,2.9253,56.05,10.3051
18,2.4121,1.7586,4.096,3.9036,1,6.4029,1.538,938.444,10.786
18,9.5281,7.7472,2.823,3.3319,0,353.182,2.3579,939.205,158.243
15,7.9016,5.1386,2.752,1.9595,1,12.796,1.106,34.864,17.677
22,3.4146,1.057,7.978,3.352,1,330.547,4.612,461.801,189.545
19,6.3172,6.7352,974,2.8657,1,299.516,5.769,794.452,1.8619
22,7.493,4.2369,348,1.8085,1,449.023,2.7717,845.472,192.165
17,9.4715,5.1085,391,1.7545,1,4.3967,2.4281,423.789,207.378
8,8.9347,2.1412,366,3.4385,1,10.7304,9.352,355.536,1.0855
24,5.6367,5.5178,7.592,2.3182,1,432.589,2.8206,82.241,9.392
19,7.9719,9.7915,5.524,3.7605,1,411.066,3.158,383.101,132.214
16,6.0593,7.344,7.836,1.9909,1,9.6053,9.676,41.118,11.9234
20,5.9743,2.8392,6.975,7.543,1,5.3868,1.9588,144.175,235.223
27,2.0327,2.43,9.075,2.3067,0,428.121,2.9983,54.752,7.0656
24,2.1352,2.4855,8.858,4.7551,1,8.9069,1.3969,333.184,141.648
22,5.7658,3.7871,7.883,4.1976,1,435.555,2.4321,594.701,12.1602
32,3.4198,8.1811,4.752,1.0287,1,480.557,2.7476,453.727,12.8576
28,1.1893,9.1286,3.081,1.9565,1,11.0403,289,750.655,15.832
14,7.5056,2.0222,507,4.639,1,420.194,8.668,284.995,12.9023
25,1.2924,5.4295,5.021,6.185,1,211.916,3.011,18.028,1.667
25,6.3575,6.369,6.103,1.2698,1,394.389,2.3282,70.593,20.249
22,5.8527,5.2183,1.861,1.3111,1,203.698,1.7012,390.286,4.8277
8,9.7193,4.3408,6.556,2.8547,0,3.5198,2.867,567.968,5.5477
20,5.3579,1.9198,4.566,2.0537,1,356.348,1.2622,941.658,155.513
26,1.5724,4.8822,6.202,3.994,1,7.5344,1.5419,489.253,11.466
21,5.9652,4.0121,2.396,3.1459,1,463.513,2.0933,160.868,137.875
20,8.5699,7.9556,4.344,4.954,1,208.873,2.3385,432.436,11.94
12,9.9716,7.636,2.102,3.0321,1,4.1,2.636,483.746,10.0287
19,4.8731,1.34,8.753,2.535,1,11.424,1.4629,768.319,11.5993
18,3.8827,8.852,488,2.4683,1,431.259,4.834,203.236,3.386
23,9.1599,9.0815,225,3.375,1,160.543,2.2598,353.433,232.633
23,2.7212,5.3551,412,3.1961,0,428.164,1.973,5.9528,13.794
23,6.5389,8.578,6.757,2.1566,0,8.6143,2.169,704.958,6.8836
16,4.6514,5.815,2.146,2.0555,1,234.109,225,746.493,171.082
29,1.3697,5.2652,9.896,2.9823,0,43.913,1.531,462.619,211.225
23,4.1256,5.3943,5.337,3.0312,1,2.4202,2.5217,542.886,7.1152
28,3.3871,8.607,289,752,0,152.139,2.14,752.316,7.7883
19,7.1748,9.761,6.577,6.261,1,454.926,2.5852,275.618,10.5252
11,9.5391,2.4045,2.752,1.1826,1,298.263,6.183,610.896,5.215
24,3.4124,4.0654,8.203,3.3899,1,358.116,8.607,96.428,194.349
19,8.3032,8.6584,3.082,2.8837,0,421.064,1.3238,661.388,140.202
30,1.4982,9.3888,9.882,3.7881,1,261.798,1.5698,8.7329,1.3691
22,5.8431,9.9272,6.051,3.703,0,422.683,7.565,297.357,239.209
31,1.635,9.5919,8.444,4.2659,1,319.382,1.1437,523.935,137.993
13,9.4063,594,728,1.8841,1,342.825,2.0611,8.1944,213.585
15,7.8972,4.771,3.483,1.7253,1,7.6427,1.9361,679.804,12.0388
13,6.9215,1.4761,7.375,4.1551,1,469.509,3.314,65.767,139.788
20,8.4151,3.4886,6.551,1.188,1,398.042,2.9571,87.756,10.9074
20,6.8277,8.2992,1.942,2.3059,0,12.7098,1.6882,504.993,10.1463
20,9.7205,8.9266,3.562,9.716,1,289.997,1.4507,695.217,5.2393
17,7.4256,1.8683,2.634,4.5692,1,188.233,2.9017,190.198,23.091
12,9.3219,6.1966,6.134,2.039,0,330.201,421,1.2841,4.3625
25,5.6542,9.1736,3.446,1.0624,1,496.873,1.631,180.531,12.6337
23,2.0536,4.6373,3.091,3.4601,0,2.2873,2.4152,7.1592,2.0903
18,5.7536,1.0354,2.074,1.2232,0,476.262,1.1967,433.441,23.841
22,2.1419,4.5781,409,4.7175,1,3.6196,2.2089,47.362,133.362
20,6.3324,3.7579,1.955,1.8381,1,230.382,2.6975,648.028,19.55
21,5.3424,5.7766,9.626,3.3232,1,241.055,785,149.364,135.103
16,6.6032,4.3866,1.545,1.7262,1,134.362,7.244,222.569,193.196
21,1.0904,1.735,9.133,4.0362,0,28.335,1.0821,800.343,12.8258
26,2.7536,9.94,4.285,4.4846,0,416.982,1.2553,580.757,10.6794
17,5.422,5.4354,3.779,3.9396,1,146.981,3.331,3.907,10.9417
11,9.5545,4.7363,2.313,4.2425,1,3.5202,6.939,849.921,562
28,4.4525,9.5462,6.358,5.094,0,316.142,2.6197,633.508,8.8957
20,4.8193,1.5586,6.855,4.6203,1,375.873,1.6998,194.773,228.467
14,7.4323,1.8924,4.676,3.1215,1,477.262,8.035,259.545,162.138
21,6.4341,8.0801,557,4.3461,0,7.9762,2.8308,558.012,220.637
24,3.6903,2.6083,9.185,3.4222,1,45.068,2.3229,565.193,4.8063
26,4.6973,7.9923,9.803,1.1992,1,241.062,1.0873,807.137,11.7878
19,2.9593,2.7153,431,3.0478,0,11.7879,2.2963,364.997,8.276
15,9.6942,3.319,6.137,4.547,1,481.374,1.7882,55.381,162.493
27,2.1757,5.1701,4.503,3.4786,1,11.9215,2.0515,586.713,188.164
23,4.3465,1.9669,3.219,2.045,1,366.722,9.643,56.309,179.472
28,1.2326,7.5785,773,7.587,1,392.443,6.285,8.2177,2.0825
22,2.996,6.412,4.561,4.8961,1,21.526,7.607,41.714,5.9407
17,8.0242,9.236,8.184,4.5054,0,344.992,2.512,345.495,157.399
25,2.8106,7.8299,17,4.4677,1,286.239,1.4131,99.285,182.158
20,1.7206,1.8078,5.821,3.9441,1,9.6016,1.2187,471.032,6.5811
20,5.2701,8.2016,8.808,3.4599,0,379.944,76,440.876,9.7498
27,1.0897,6.4174,2.175,3.2754,0,464.008,2.5691,488.851,8.4304
28,1.7629,6.6895,1.833,5.305,1,244.319,2.0456,92.009,1.096
19,8.2686,8.3226,7.723,4.5028,1,497.155,1.3402,615.339,138.363
18,7.9433,5.7382,2.551,4.4056,0,213.983,2.9011,395.252,160.587
16,9.2362,4.66,192,3.7393,1,239.868,2.8216,913.452,6.6345
11,8.6906,6.3664,378,4.6366,0,336.949,2.853,930.545,165.068
14,7.1486,2.9796,3.925,2.7654,0,9.2885,1.8454,27.167,5.826
29,1.471,1.826,8.741,2.2382,1,450.973,2.4511,399.462,171.727
17,8.0456,6.1659,6.184,4.8397,1,400.636,5.189,966.794,10.9725
15,8.6096,2.3385,406,2.3207,1,436.209,3.839,545.638,209.264
13,8.1917,7.992,5.344,3.2066,1,304.779,7.793,437.428,130.736
16,5.5763,55,954,1.8653,0,441.874,839,20.345,4.4317
29,3.0961,6.0832,1.132,3.1816,1,339.986,2.895,390.594,197.283
15,8.608,3.6215,2.077,3.6005,0,25.578,2.3414,634.922,186.643
18,7.5445,7.5231,9.625,3.1233,1,465.895,1.792,4.8314,2.0215
14,9.8269,3.7518,9.573,2.5728,1,21.986,2.3594,9.2473,1.153
20,2.4012,4.86,1.772,1.5006,0,250.285,5.089,1.5323,3.271
19,3.031,4.0708,1.451,3.2192,0,8.4772,1.0717,226.738,202.876
24,2.9062,6.5057,4.211,4.5421,1,47.383,9.556,191.163,7.6892
15,8.1329,3.5614,497,346,1,11.0526,8.171,85.23,12.114
28,2.6822,9.6377,6.549,6.696,0,10.0708,9.263,193.386,144.712
32,1.5999,9.3615,775,5.989,1,5.0597,2.2626,664.569,178.436
15,9.987,8.4803,58,4.616,1,22.668,7.997,12.7176,199.189
29,1.2234,9.203,4.852,3.3137,1,136.807,2.4022,597.624,12.3808
13,8.5172,4.4914,9.578,4.7589,1,370.391,2.731,441.264,9.9782
23,4.2883,5.3643,4.268,2.9141,1,153.761,1.7855,414.581,4.7026
21,8.5745,7.4209,3.565,2.3087,1,360.385,2.589,857.996,145.805
18,5.9916,6.9615,998,3.9617,0,9.7981,2.379,176.042,13.197
20,9.1147,8.9068,532,8.047,1,11.4983,1.9047,599.266,6.9878
17,9.3357,7.1633,3.752,1.9067,1,403.087,1.5349,823.645,10.7089
33,1.0819,9.9788,3.859,2.3314,1,185.547,9.958,716.758,177.516
22,1.6787,3.4851,195,1.4923,1,5.5887,302,983.512,150.499
28,3.2532,8.33,5.122,1.8564,1,480.702,2.0295,1.2085,11.5618
19,7.0238,6.9763,4.389,3.905,0,8.8696,9.281,885.516,6.5356
16,8.9944,6.9139,2.708,9.899,1,7.5099,1.0168,617.317,160.321
19,5.1395,3.2584,1.605,1.6775,1,179.191,2.1528,1.246,150.638
21,6.4628,7.856,3.112,3.9795,1,4.7817,2.8361,470.839,10.9976
28,2.6965,9.1938,5.087,9.125,1,7.7808,1.2009,769.763,5.7246
18,8.2447,2.1855,583,1.7332,1,423.222,2.2402,190.721,4.197
18,9.706,6.255,1.537,3.246,1,8.5753,2.8698,681.692,8.1456
20,3.4174,3.9213,9.477,2.7855,1,5.5713,2.935,148.272,218.092
28,5.4534,9.8955,5.429,3.0563,1,439.979,1.5876,805.418,180.933
22,1.775,4.7883,634,4.3276,1,221.898,335,572.779,213.857
18,6.0322,2.2832,6.931,4.0956,1,7.8581,2.4755,4.3548,202.224
19,5.5251,3.8186,618,1.4269,1,290.759,8.607,9.9967,11.0132
27,2.2999,6.5384,7.389,6.848,0,2.0753,9.983,865.226,12.7306
20,4.9786,7.609,0.75,7.804,1,213.691,2.0619,4.2671,4.0701
25,4.1969,6.036,6.511,4.8448,1,295.157,2.3675,305.557,173.009
27,5.6965,9.3122,7.322,3.3661,1,47.856,1.2,571.243,10.1268
22,6.2709,8.5036,88,2.129,1,163.232,1.9966,221.305,3.8705
26,1.0765,6.767,7.268,6.839,0,382.526,2.8691,23.199,2.2885
21,7.8491,9.9339,1.367,2.429,0,6.635,2.6607,778.274,167.072
22,7.4171,6.9873,3.395,1.0391,1,216.791,2.1039,298.085,11.5729
20,4.2966,1.6228,9.427,4.0183,1,11.1567,2.8292,4.8197,2.159
27,1.4764,1.242,5.029,2.8661,1,246.234,2.6278,723.911,197.884
17,7.7944,1.7128,9.674,3.0632,1,208.616,2.187,954.822,148.671
19,9.5966,8.3818,889,2.3141,1,489.893,2.7517,833.615,921
23,3.1614,2.164,4.776,1.2803,1,458.749,2.4522,553.076,7.3124
19,3.9117,2.3315,624,2.947,0,291.103,1.5068,430.635,173.377
26,2.6543,7.5731,6.302,3.5849,1,8.8255,1.5068,925.914,1.4167
18,6.1924,5.8611,787,1.8547,1,278.478,264,768.563,176.701
25,2.3936,7.8274,1.754,2.5247,1,396.041,907,574.951,12.1175
22,4.2057,7.4615,2.588,4.1984,0,1.9014,2.2387,881.024,187.886
15,7.2731,506,7.487,7.434,0,217.015,1.6643,605.695,205.257
22,6.041,8.9251,164,2.7261,0,2.1323,2.2829,97.377,184.262
23,4.4782,2.2703,8.466,1.7421,1,12.1979,2.849,859.708,1.8738
20,4.7822,5.5339,1.319,3.514,1,4.6057,1.3576,554.941,11.049
20,6.059,6.4429,352,941,1,480.289,2.653,923.608,7.6497
24,1.0528,1.6863,395,3.3524,1,8.4414,1.8797,349.015,12.2038
31,1.7066,9.7623,9.794,5.145,1,7.5052,2.992,703.918,231.792
17,8.9313,4.8816,1.103,3.238,1,486.027,1.8639,179.563,2.9855
22,1.7009,5.764,1.017,3.6231,1,257.984,1.5832,896.411,207.744
25,7.3612,9.3726,7.512,3.2017,1,378.993,2.1367,25.557,237.805
14,9.2803,5.8627,3.122,4.4747,1,163.657,1.0529,949.542,237.605
23,3.4362,6.9919,7.173,2.5983,1,26.643,4.316,2.6822,191.205
18,4.3344,5.2518,0.2,2.6501,0,3.427,7.086,685.019,11.1739
21,6.1203,8.3474,4.601,3.5351,1,204.409,2.0509,158.556,4.272
13,8.9354,3.313,2.653,1.617,1,277.545,1.4345,773.103,145.971
17,9.4772,2.6838,4.515,1.846,1,257.205,1.6225,496.987,146.489
18,7.6561,4.6965,7.691,1.1502,1,20.291,969,910.554,7.5944
28,1.7796,766,762,1.1901,1,393.954,2.5101,717.919,148.037
25,7.0224,7.0591,5.158,1.6783,1,25.082,2.9984,770.583,2.7971
20,4.6927,3.9366,9.284,4.7173,1,31.806,9.366,12.9275,152.162
18,5.2363,2.7267,2.638,4.0242,0,9.2311,2.156,10.5596,215.213
19,1.4423,338,2.403,4.6798,0,43.075,5.133,852.052,11.3296
26,2.7196,7.1983,6.138,4.993,1,181.418,2.2273,233.516,183.495
19,8.1146,8.3381,6.213,2.1689,0,241.052,1.2926,868.272,152.554
21,5.0856,3.9504,465,1.1354,1,176.097,1.8159,151.113,735
20,3.715,5.6422,6.078,2.8,0,445.954,7.127,315.367,2.928
22,4.4562,2.2769,3.744,4.4057,1,45.037,2.555,929.451,18.596
13,8.6896,6.222,7.474,2.3287,1,11.2142,0.52,841.321,9.709
17,7.741,1.214,8.081,2.527,1,376.357,2.7858,6.37,229.499
24,3.4508,4.8864,5.522,6.722,1,5.1442,1.837,453.617,214.578
24,2.0575,6.4421,17,2.1023,1,1.4925,8.639,910.769,8.697
28,3.268,9.1819,6.364,1.935,0,418.292,1.6888,2.461,7.4492
16,9.2868,3.8134,7.489,1.7584,1,6.5589,2.5754,11.6246,147.104
18,6.2343,7.6519,249,4.4365,0,7.7391,1.7311,648.744,14.683
19,5.8013,5.9769,4.646,2.965,1,303.294,6.483,11.3934,2.1368
25,6.3675,9.2701,9.657,4.8607,0,408.384,2.5771,45.435,5.1693
23,4.2943,3.9838,2.981,412,0,9.48,1.7885,512.745,152.752
9,8.264,3.191,2.232,4.728,0,5.7096,697,861.652,192.185
23,5.7096,8.8714,2.109,2.7402,1,3.8661,1.6855,957.817,4.6081
22,2.0507,4.924,5.588,3.5122,1,1.2423,2.0259,517.109,168.464
27,2.1616,1.3639,9.498,9.357,1,5.824,2.0416,515.257,208.914
19,5.8317,824,6.087,3.2711,1,471.346,2.172,729.527,2.8273
14,9.4291,8.4311,3.033,4.4098,0,4.7641,2.6872,200.582,10.5385
24,3.7752,1.061,6.386,6.974,1,298.779,2.4745,94.145,204.133
23,8.8259,8.6166,6.248,6.354,1,460.483,1.8231,1.1187,8.895
14,7.8769,4.5127,5.969,1.5199,0,31.391,965,1.1776,6.467
19,3.2303,403,1.594,8.086,0,1.6373,2.2486,62.941,178.948
31,1.3271,4.0165,6.346,5.532,1,298.207,2.9249,34.807,9.6187
23,1.9166,1.868,4.302,3.3916,1,451.533,9.167,404.134,169.515
19,7.5564,6.244,186,1.0691,1,16.128,1.8207,229.223,3.0334
27,2.797,6.7936,5.398,3.3351,1,156.814,2.306,413.724,132.843
22,4.3414,4.8753,9.893,4.3096,1,12.4432,1.9173,829.703,9.1071
21,5.5153,4.052,3.497,3.2601,1,252.772,2.7676,702.257,239.353
22,7.5292,6.5613,9.656,5.968,1,11.8971,1.42,10.3707,141.934
29,2.0191,8.4204,962,2.8679,1,361.894,1.5955,6.6113,16.372
21,4.6573,7.2032,7.325,1.9681,0,322.431,1.147,511.131,3.1448
24,5.3657,8.2996,1.143,1.7169,0,200.387,2.7007,732.859,238.073
14,5.8674,2.1951,2.736,1.5927,0,361.278,7.868,667.844,1.2337
18,8.3652,8.8889,5.708,4.6472,1,4.9248,2.9353,865.474,1.7001
20,2.5451,3.2219,5.928,3.7125,0,374.764,6.063,141.932,1.8176
14,8.2705,134,7.752,6.692,1,301.454,7.604,609.695,208.944
23,7.2359,8.4339,6.153,2.38,1,315.041,1.4539,768.354,174.861
25,6.2028,9.4182,5.936,1.5911,1,3.2332,1.9815,938.462,233.533
17,7.2958,6.5556,9.124,4.8897,1,309.068,1.322,10.9874,1.5974
17,4.7082,2.3144,4.522,4.8901,1,247.061,1.0554,247.245,166.002
24,2.2456,2.5174,2.253,1.5977,1,242.931,1.6203,361.046,12.7985
19,6.9919,4.6659,1.618,1.7606,1,160.927,2.8749,545.343,153.393
24,5.7221,8.9783,0.4,2.9971,1,3.807,2.8859,414.526,12.31
16,6.7544,1.496,7.128,2.3965,1,211.319,9.841,862.506,162.083
26,4.042,8.2597,425,1.0655,1,200.458,2.0405,951.022,217.694
14,9.1618,2.913,1.291,3.3021,1,211.403,2.1657,7.9378,140.994
25,6.2863,8.0859,1.061,1.6706,1,305.997,1.9603,702.684,21.514
26,1.7686,9.2027,5.853,3.2686,1,149.953,339,12.3131,187.719
21,5.0482,4.2749,2.429,1.9184,1,134.692,1.6184,898.976,207.582
18,7.8072,3.6505,1.663,3.501,1,248.891,2.2898,150.678,15.822
18,8.1472,8.0222,5.928,3.339,1,296.159,6.024,991.596,12.4465
16,5.4514,5.2948,7.613,2.5441,0,283.664,1.0446,433.473,1.6693
15,9.0527,6.8445,3.322,3.5237,1,440.821,6.114,388.118,200.377
27,3.409,6.2283,5.782,2.3048,1,384.572,2.6608,590.418,5.8083
19,4.6954,1.5289,981,5.807,1,2.6095,2.5756,400.413,8.799
19,9.0874,8.4479,9.352,9.105,1,281.738,5.076,242.347,12.4577
16,9.0663,1.9578,3.369,1.23,1,208.907,2.2817,632.852,151.804
25,7.1714,9.3228,9.975,3.161,1,180.526,1.0919,73.108,15.884
17,8.7308,2.5057,9.786,3.5569,1,478.948,2.0585,945.868,160.732
29,1.799,7.3388,7.788,1.837,0,228.398,1.4801,415.027,156.893
14,8.785,2.8466,201,4.676,0,359.717,1.4159,708.715,193.966
26,3.8856,3.1779,5.435,4.0998,1,483.543,2.6439,835.267,184.647
24,2.605,3.1,868,3.4183,1,7.55,1.9109,83.307,19.508
22,3.1543,7.4789,8.951,2.2611,0,2.7308,7.073,4.3927,11.0463
18,4.7617,5.5682,7.896,1.2371,1,15.681,3.323,362.145,1.5076
28,3.2607,8.8295,9.723,7.587,0,2.2222,2.8002,2.3284,153.498
21,3.8851,3.0737,6.084,2.2919,1,5.8382,4.602,563.489,5.0452
29,2.2148,6.9199,5.222,4.4262,0,495.855,2.2022,86.644,206.285
28,3.6656,7.5295,519,942,0,480.089,1.4875,816.769,17.32
16,6.1506,1.5148,3.864,2.8433,0,345.646,4.202,813.137,183.809
20,4.9767,4.1959,4.687,4.8084,1,376.493,2.33,358.318,6.8741
23,4.1205,4.8282,6.354,3.1856,1,7.0246,2.7135,5.5866,151.933
14,7.7181,3.5569,9.329,2.1998,1,297.618,3.645,180.694,12.674
11,9.0416,3.2211,5.959,3.5819,0,7.7206,2.013,673.984,6.4428
20,7.8111,6.8642,8.571,4.1229,1,189.193,2.5495,142.504,194.934
20,3.988,2.1587,8.628,2.9526,0,172.673,1.5029,134.075,13.199
16,7.7,7.0939,5.188,4.3592,0,30.698,2.0236,360.138,4.5789
27,2.3678,9.3504,3.475,2.573,1,3.9847,1.3244,10.3589,7.3259
25,2.1729,5.652,6.396,4.1501,1,5.1731,1.2373,336.486,5.4506
22,4.1106,6.1143,4.459,4.7601,1,304.966,899,969.996,7.4976
12,8.2693,6.893,814,2.5062,1,318.059,1.6888,2.9752,4.5161
25,3.2171,8.6448,3.778,3.025,0,169.941,4.794,832.237,8.9073
