title,heading,content,tokens
Iceland,POLICY ON ARTIFICIAL INTELLIGENCE,"Iceland's POLICY ON ARTIFICIAL INTELLIGENCE (2021 - Ongoing). Policy on how Iceland relates to AI It has the following objectives: To set a policy tackling challenges and opportunities set by AIIt uses Strategies, agendas and plans as policy instruments. and it has a budget of 1M-5M euros.",47
Norway,CENTRE FOR ENERGY RESEARCH,"Norway's CENTRE FOR ENERGY RESEARCH (2006 - Ongoing). Originally established as the Energy programme in 2006, NUPI’s Centre for Energy Research is an interdisciplinary research centre covering international relations and economic issues related to the field of energy. It has the following objectives: Research on international energy issues and Norway’s role in the international energy arenaIt uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",75
Belgium - Wallonia-Brussels Federation,HORIZON EUROPE INCENTIVE,Belgium - Wallonia-Brussels Federation's HORIZON EUROPE INCENTIVE (2021 - Ongoing). Financial support for researchers having submitted an application to the EU framework programme for research and innovation Horizon Europe It has the following objectives: To encourage researchers from the French-speaking Community in Belgium to apply to Horizon Europe funding schemes.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.,69
Chile,REGIONAL R&D CENTERS,"Chile's REGIONAL R&D CENTERS (2001 - Ongoing). Fund for the creation and strengthening of Regional research and development centers, which aims to increase, expand and decentralize capacities and resources for R&D in Chile, through associative research work. It has the following objectives: Promote scientific and technological development in Chile’s regions, by working jointly with regional governments and research centers, according to the needs and priorities determined in each region for its economic and social development.It uses Centres of excellence grants as policy instruments. and it has a budget of Less than 1M euros.",93
Chile,FUNDING OF SCIENTIFIC AND TECHNOLOGICAL EQUIPMENT FOR CENTRES OF EXCELLENCE,"Chile's FUNDING OF SCIENTIFIC AND TECHNOLOGICAL EQUIPMENT FOR CENTRES OF EXCELLENCE (2010 - Ongoing). The Centers will install scientific capabilities, through the funding of sophisticated and innovative scientific equipment that encourages and facilitates the development of research of excellence in the national territory. It has the following objectives: Contribute to cover a part of the needs of the STI National System in high-cost research equipment and infrastructure.It uses Centres of excellence grants as policy instruments. and it has a budget of Less than 1M euros.",85
Chile,COVID-19 RESEARCH PROJECTS,"Chile's COVID-19 RESEARCH PROJECTS (2020 - Ongoing). The National Research and Development Agency (ANID) finances research projects on topics associated with the COVID-19 pandemic. It has the following objectives: Promote research and knowledge transfer to strengthen global, national and local capacities that can contribute to the investigation of the COVID-19 disease.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",70
Chile,COVID-19 NATIONAL CHALLENGES,"Chile's COVID-19 NATIONAL CHALLENGES (2020 - Ongoing). Fund for create and devolp diagnostic technologies for COVID19 and other viral pathologies that affect human health. It has the following objectives: Create diagnostic technologies for COVID19 and other viral pathologies that affect human health.Generate solutions for the local demand for personal protection elements to face COVID19.It uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",79
Colombia,TAX INCENTIVES FOR INVESTMENT IN STI,"Colombia's TAX INCENTIVES FOR INVESTMENT IN STI (1992 - Ongoing). This initiative is an incentive for the development of science, technology and innovation projects by companies in alliance with actors recognized by the Ministry of Science, Technology and Innovation, granting investors and / or executors, deductions and tax discounts. Similarly, the initiative strengthens the infrastructure for research in recognized educational institutions and research and technological development centers, through exemption from VAT on the import of equipment and elements, and encourage the participation of personnel in science, technology and innovation projects through Non-Constitutive Income from Income and / or Occasional Profit. It has the following objectives: To encourage investment in R + D + I and promote competitiveness in companies and the development of high-impact research for the country.Deduction and Discount for investments in Science, Technology and Innovation projects and exemption from Value Added Tax for imports of equipment and items.Certification of income not constituting income or occasional gain.Tax credit for investments in Science, Technology and Innovation projects.Donation for STI activities.Tax incentives for linking doctors to the business sector.It uses Tax or social contributions relief for firms investing in R&D and innovation, Tax relief for individuals supporting R&D and innovation as policy instruments.",202
Colombia,RECOGNITION OF ACTORS,"Colombia's RECOGNITION OF ACTORS (2017 - Ongoing). Acknowledgment and closing of capacity gaps in STI. It has the following objectives: Structuring of guidelines, advice and technical support for the recognition of capacities in science, technology and innovation of the Actors of the National System of Science, Technology and Innovation – SNCTI.Definition of guidelines and accompaniment for the development of the Model of measurement of research groups, technological development or innovation and recognition of researchers of the National System of Science, Technology and Innovation.Definition of guidelines and accompaniment for the development of the Sciometric Model for the Indexation of Specialized National Scientific Journals - PUBLINDEXPromote, accompany and grant acknowledgment to the capacities in science, technology and innovation activities of different actors of the National System of Science, Technology and Innovation - SNCTI.It uses Horizontal STI coordination bodies, Networking and collaborative platforms, Dedicated support to research infrastructures as policy instruments. and it has a budget of 1M-5M euros.",156
Mexico,NATIONAL INSTITUTE OF ECOLOGY AND CLIMATE CHANGE,"Mexico's NATIONAL INSTITUTE OF ECOLOGY AND CLIMATE CHANGE (2012 - Ongoing). The INECC is a decentralized public body dependent on the Ministry of the Environment and Natural Resources. It has the following objectives: To promote environmental protection and ecological balance, as well as to issue recommendations to the corresponding authorities with the aim of mitigating climate change.To promote research, dissemination, study, awareness, development of technologies;To promote initiatives, standards, conventions, agreements and legislation in general in matters of environmental protection, ecological balance, sustainable development and climate change.It uses Creation or reform of governance structure or public body, Dedicated support to research infrastructures as policy instruments.",104
Cyprus,COMPREHENSIVE NATIONAL R&I STRATEGY,"Cyprus's COMPREHENSIVE NATIONAL R&I STRATEGY (2021 - Ongoing). The National Strategy, which is under preparation by the DMRID, will address/promote the priorities of the Government in the field of R&I and the needs and challenges of the national R&I ecosystem. The review of the Smart Specialisation Strategy of Cyprus, will complement the National Strategy. It has the following objectives: Research Excellence and facilitating international networking of the national R&I ecosystem. Focus on Human Resources, Research Infrastructures, Open Science and International Cooperation.Business Innovation - enhancing and supporting Innovation and promoting Entrepreneurship. Focus on the commercialisation of research results, the support to enterprises and the attraction of innovative and high tech companies to Cyprus.Thematic priorities with high added value to the economy and society. Focus on the review of the Smart Specialisation Strategy, the participation in EU Funding Programmes and initiatives with thematic concentration, including to Horizon Europe Partnerships and the contribution of R&I to finding solutions to problems/issues the public sector is experiencing.Ensuring sufficient budget for R&I. Focus on the efficient utilisation of public funding, the increase of private R&I investments and the increase of funding from EU Programmes.National Communication Policy for R&I. Focus on the promotion of R&I culture, the facilitation of collaborations of the national R&I ecosystem both within the country and with international partners and the promotion of Cyprus as a regional Centre for R&I (Eastern Mediterranean - Middle East - North Africa region ).It uses Strategies, agendas and plans as policy instruments.",245
United Kingdom,ADMINISTRATION AND COORDINATION OF THE R&D BUDGET,"United Kingdom's ADMINISTRATION AND COORDINATION OF THE R&D BUDGET (2009 - Ongoing). The Health and Social Care Research and Development (HSC R&D) Division is part of the Public Health Agency and is responsible for the administration and coordination of the HSC R&D budget on behalf of Department of Health, Northern Ireland (DoH NI). It has the following objectives: Benefit the health, wellbeing and prosperity of the Northern Ireland population.It uses Institutional funding for public research as policy instruments.",78
United Kingdom,FUNDING SCOTLAND'S FURTHER AND HIGHER EDUCATION INSTITUTIONS,"United Kingdom's FUNDING SCOTLAND'S FURTHER AND HIGHER EDUCATION INSTITUTIONS (2005 - Ongoing). The Scottish Funding Council is the non-departmental public body charged with funding Scotland's further and higher education institutions, including their research and development, It has the following objectives: To maintain – and improve – Scotland’s world-leading position in university research, and maximise its impact through a combination of strategic investment and innovative policies.To support the competitiveness of Scotland’s research base through a range of investments and the training and development of postgraduate teaching and research students. It aims to develop and sustain a dynamic and internationally competitive research sector that makes a major contribution to economic prosperity, national wellbeing and the expansion of knowledge.It uses Project grants for public research, Fellowships and postgraduate loans and scholarships as policy instruments.",131
Costa Rica,EU-CELAC WORKING GROUP ON RESEARCH INFRASTRUCTURE,"Costa Rica's EU-CELAC WORKING GROUP ON RESEARCH INFRASTRUCTURE (2017 - Ongoing). The EU-CELAC Working Group on Research Infrastructures (WG RI) It has the following objectives: To support policy coordination and the exchange of information to mobilise and strengthen RI cooperation between both regions, contributing to solve the global challenges while facilitating researchers’ mobility and the international access of RIIt uses Horizontal STI coordination bodies as policy instruments.",67
Costa Rica,COSTA RICAN SPACE AGENCY,"Costa Rica's COSTA RICAN SPACE AGENCY (2021 - Ongoing). Creation of the Costa Rican Space Agency It has the following objectives: Develop research, technological innovation, collaboration and articulation projects focused on solving humanity's problems in terms of generating scientific space knowledge, space exploration and resource management inside and outside planet Earth, within the framework of development objectives. Sustainable Development of the United Nations (UN), with a peaceful approach and focused on social welfare.It uses Creation or reform of governance structure or public body as policy instruments. and it has a budget of Less than 1M euros.",96
Spain,"FINANCIAL SUPPORT TO SPANISH UNIVERSITIES PARTICIPATING IN THE ""EUROPEAN UNIVERSITIES"" PROGRAMME","Spain's FINANCIAL SUPPORT TO SPANISH UNIVERSITIES PARTICIPATING IN THE ""EUROPEAN UNIVERSITIES"" PROGRAMME (2021 - Ongoing). Call for applications addressed to the Spanish universities for the presentation of projects in the Call of the European Commission ""European University Network"" It has the following objectives: To support participation to the the European Commission ""European University Network"" programme.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",72
European Union,"INVESTEU RESEARCH, INNOVATION AND DIGITISATION WINDOW","European Union's INVESTEU RESEARCH, INNOVATION AND DIGITISATION WINDOW (2021 - Ongoing). The InvestEU Programme will provide the EU with crucial long-term funding, crowding in private investments in support of a sustainable recovery and helping build a greener, more digital and more resilient European economy. It has the following objectives: The InvestEU Fund is a market-based and demand-driven instrument, with strong emphasis on EU policy priorities. It supports the following 4 Policy Windows, focusing on investments where the EU can add the most value.The research, innovation and digitalisation window will finance projects in research and innovation, taking research results to the market, digitisation of industry, scaling up larger innovative companies, artificial intelligence and more.It uses Debt guarantees and risk sharing schemes as policy instruments.",123
Italy,CALL FOR COVID-19 RESEARCH,"Italy's CALL FOR COVID-19 RESEARCH (2020 - Ongoing). Call for Covid-19 research It has the following objectives: To provide transferable results in a short time that have an explicit applicative orientation and the ambition to provide potentially useful information to guide the choices of the national health service, patients and citizens in actions to combat the COVID-19 epidemic.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",75
Serbia,THE LAW ON SCIENCE AND RESEARCH,"Serbia's THE LAW ON SCIENCE AND RESEARCH (2019 - Ongoing). Regulates the system of science and research in the Republic of Serbia It has the following objectives: Planning and realisation of public interest in science and researchQuality assurance and development of scientific research, legal status,Establishment and management of institutes,Acquisition of research titlesInstitutional financing and other financing instruments, record keeping etcIt uses Science and technology regulation as policy instruments.",68
South Africa,AFRICAN ORIGIN PLATFORM,"South Africa's AFRICAN ORIGIN PLATFORM (2021 - Ongoing). The African Origins Platform (AOP) is a discipline-and transdisciplinary-based and demand-driven funding instrument. It is restricted to the field of palaeosciences, widely defined. It has the following objectives: The objectives of AOP are to:•To contribute to knowledge production about South Africa’s palaeosciences in the Natural Sciences, Social Sciences and the Humanities.•To achieve world-class research in the palaeosciences, including a renewed prioritization of previously identified vulnerable or critical skill areas (as per the 2012 Palaeosciences Strategy).•To advance or develop paradigms, theories and methodological innovation relating to the palaeosciences.•To develop a comprehensive pipeline of human capacity in the palaeosciences, from past graduate training to emerging researchers, to established researchers.•To ensure meaningful public awareness activities soasto raise the national and international visibility of South African palaeosciences research; and•To develop sustainable and inclusive community engagement activities.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",159
South Africa,BLACK ACADEMICS ADVANCEMENT PROGRAMME FRAMEWORK,"South Africa's BLACK ACADEMICS ADVANCEMENT PROGRAMME FRAMEWORK (2020 - Ongoing). This programme is a directed intervention aimed at promoting the development of Blackacademics specifically, BlackSouth Africancitizensand, academic staff with disabilities,byaccelerating thetraining of Doctoraland post-PhDcandidatestoenhance their research training and accelerate their progression to become established researchers. It has the following objectives: the objectives of the Black Academics Advancement Programmeare to:Support academics, particularly Black South African females and persons with disabilities, employed atpublic universities in South Africa to attain a Doctoralqualificationandpost-PhDresearch training;Promote the attainment of an NRF rating by Black South African early-career academics,especially Blackand female researchers and persons with disabilities.It uses Project grants for public research as policy instruments.",108
South Africa,Competitive Programme for Rated Researchers (CPRR),"South Africa's Competitive Programme for Rated Researchers (CPRR) (2021 - Ongoing). The CPRR is a highly competitive discipline-based funding instrumentwhich supports both basic and applied research as the foundation of knowledge production in the disciplines of the Humanities, Social and Natural sciences. It has the following objectives: The objectives of the funding instrumentare:- To contribute to the development of a sound fundamental basis to scientificand scholarly endeavour in South Africa, in the Humanities, Natural and Social Science disciplines;-To contribute to knowledge production across the research spectrum;-To achieve world-class research and to develop the associated human capacity; and-To advance or develop paradigms, theories and methodological innovation across the research spectrum.It uses Project grants for public research as policy instruments.",118
South Africa,EARTH SYSTEMS SCIENCE RESEARCH PROGRAMME,"South Africa's EARTH SYSTEMS SCIENCE RESEARCH PROGRAMME (2021 - Ongoing). The ESSRP is a research programme located within the Global Change Grand Challenge(GCGC)and provides opportunities for targeted research grants and human capital development through studentsupport. It has the following objectives: •To provide a coherent and identifiable base for thought leadership in ESS, that addresses key questions in the field.•To improve the continuity, coordination and coherence of efforts in ESS for global change research and towards national socio-economic benefits.•To facilitate the development of observation infrastructure and modelling capacity as a key component of sustained global change research.•To facilitate cooperation and collaboration among individuals and entities engaged in global change research both locally and internationally focusing on both current and existing future areas of investment.•To facilitate the integration generally of ESS research in global change and, specifically modelling frameworks, and their implementation.•To systematize information about the diverse efforts in ESS research in global change in South Africa, and the evolving national and international risks, and facilitate its access to a wide range of users and decision makers nationally and internationally.It uses Project grants for public research as policy instruments.",187
South Africa,FOUNDATIONAL BIODIVERSITY INFORMATION PROGRAMME,"South Africa's FOUNDATIONAL BIODIVERSITY INFORMATION PROGRAMME (2021 - Ongoing). The FBIP addresses the generation, mobilization and integration of foundational biodiversity knowledge and information so that it can be managed and disseminated for addressing societal needs. The Programme is fully aligned to international and national obligations and objectives including the Convention on Biological Diversity (CBD), the Intergovernmental Platform on Biodiversity & Ecosystem Services (IPBES), National Biodiversity Act, the National Biodiversity Strategy & Action Plan, the Global Change and Bio-economy Grand Challenges of DSIand its programme on Indigenous Knowledge Systems. It has the following objectives: The aim of the Foundational Biodiversity Information Programme(FBIP) is to fund the generation, mobilizationand integration of priority foundational biodiversity knowledge and information so that this can be managed, secured and disseminated to address the needs of society, the Department of Science & Innovation(DSI) Global Change Programme and the bio-economy.It uses Project grants for public research as policy instruments.",151
South Africa,TRANS-ATLANTIC PLATFORM COVID-19 CALL,"South Africa's TRANS-ATLANTIC PLATFORM COVID-19 CALL (2021 - Ongoing). Funding Programme for a total of 10 projects/consortia will be funded. Each project will be provided a max of R750 000 for over 36 months to be paid in annual instamment of R250 000 per annum per project. It has the following objectives: The NRF will support all interdisciplinary research projects focused on the five challenges of this call, i.e. 1) Reducing inequalities and vulnerabilities2) Building a more resilient and sustainable society3) Fostering democratic governance and political participation4) Advancing responsible and inclusive digital innovation5) Ensuring effective and accurate communication and mediaIt uses Project grants for public research as policy instruments.",109
Chile,AGRICULTURAL INNOVATION PROJECTS OF PUBLIC INTEREST,"Chile's AGRICULTURAL INNOVATION PROJECTS OF PUBLIC INTEREST (1995 - Ongoing). Support funds for the implementation of innovation initiatives in the national forestry sector and the associated agri-food chain. It has the following objectives: To promote an innovative sector provide financial incentives to third parties, for the development and implementation of initiatives and / or innovative solutions that seek to solve problems or take opportunities associated with the strategic challenges of FIA, linked to the national forestry sector and / or the associated agri-food chain. These obstacles must be common and transversal for at least a subset of companies and / or producers in the sector.It uses Procurement programmes for R&D and innovation, Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",136
South Africa,TECHNOLOGY HUMAN RESOURCES INDUSTRY PROGRAMME,"South Africa's TECHNOLOGY HUMAN RESOURCES INDUSTRY PROGRAMME (1992 - Ongoing). THRIP is a partnership programme funded by the Department of Trade and Industry (the dti) and managed by the National Research Foundation (NRF). On a cost-sharing basis with industry, It has the following objectives: THRIP supports science, engineering and technology research collaborations focused on addressing the technology needs of participating firms and encouraging the development and mobility of research personnel and students among participating organisations.It uses Grants for business R&D and innovation as policy instruments. and it has a budget of 1M-5M euros.",93
South Africa,SOUTH AFRICAN RESEARCH CHAIRS INITIATIVE -,South Africa's SOUTH AFRICAN RESEARCH CHAIRS INITIATIVE - (2006 - Ongoing). The South African Research Chairs Initiative (SARChI) was established in 2006 by the Department of Science and Technology (DST) and the National Research Foundation (NRF). It is designed to attract and retain excellence in research and innovation at South African public universities through the establishment of Research Chairs at public universities in South Africa with a long-term investment trajectory of up to fifteen years. It has the following objectives: The main goal of the Research Chairs initiative is to strengthen and improve research and innovation capacity of public universities for producing high quality postgraduate students and research and innovation outputs.It uses Institutional funding for public research as policy instruments.,120
Chile,AGRICULTURAL INNOVATION PROJECTS OF PRIVATE INTEREST,"Chile's AGRICULTURAL INNOVATION PROJECTS OF PRIVATE INTEREST (1995 - Ongoing). Support funds for the implementation of innovation initiatives in the national forestry sector and the associated agri-food chain. It has the following objectives: To provide financial incentives to third parties for the development and adoption of innovative solutions that seek to solve problems or take opportunities associated with the strategic challenges of FIA, linked to the national forestry sector and / or the associated agri-food chain.It uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",101
Chile,AGRICULTURAL INNOVATION CONSULTING,"Chile's AGRICULTURAL INNOVATION CONSULTING (1995 - Ongoing). Support funds for the implementation of innovation initiatives in the national forestry sector and the associated agri-food chain. It has the following objectives: To contribute to the generation of knowledge and the development of innovation capacities, making available to a group of actors linked to the national forestry sector and / or the associated agri-food chain, the advice of national or international experts in order to to identify technological and / or productive gaps, and facilitate the application of innovative solutions.It uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",113
Chile,AGRICULTURAL INNOVATION EVENTS,"Chile's AGRICULTURAL INNOVATION EVENTS (2001 - Ongoing). Support funds for the implementation of innovation initiatives in the national forestry sector and the associated agri-food chain. It has the following objectives: To contribute to the generation of knowledge and the development of innovation capacities, through events to disseminate information and/or innovation experiences to different actors linked to the innovation ecosystem of the forestry sector and/or the associated agri-food chain , to enable and strengthen innovation processes.It uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",100
Chile,AGRICULTURAL INNOVATION TOURS,"Chile's AGRICULTURAL INNOVATION TOURS (1995 - Ongoing). Support funds for the implementation of innovation initiatives in the national forestry sector and the associated agri-food chain. It has the following objectives: To contribute to the generation of knowledge and the development of innovation capacities, through tours to learn about innovative solutions that are developed nationally or internationally, and that can be applied to the reality of the national forestry sector and / or in the associated agri-food chain.It uses Grants for business R&D and innovation, Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",102
Cyprus,ACTION PLAN FOR HUMAN CAPITAL IN RESEARCH AND INNOVATION,"Cyprus's ACTION PLAN FOR HUMAN CAPITAL IN RESEARCH AND INNOVATION (2021 - Ongoing). Actions and initiatives to tackle issues related to human capital in research and innovation It has the following objectives: A new action plan will be developed by the DMRID, on the basis of relevant ERA priorities and actions, with activities focused on researchers, research careers, work-life balance and gender equality. The plan, inter alia, will focus on the scientific diaspora and actions to promote collaborations and investments.It uses Strategies, agendas and plans as policy instruments.",88
South Africa,"SCIENCE, TECHNOLOGY AND INNOVATION DRAFT DECADAL PLAN 2020","South Africa's SCIENCE, TECHNOLOGY AND INNOVATION DRAFT DECADAL PLAN 2020 (2021 - Ongoing). The Decadal Plan serves as an implementation plan for the 2019 White<br/>Paper on Science Technlogy and Innovation. It has the following objectives: The Decadal Plan seeks to respond to the Phase II (2020-2024) and III (2025-2030) of attaining NDP targets for STI, which propose that innovation is earmarked to improve the productivity and competitiveness of key sectors of the South African economy and to contributing to higher GDP growth rates overall.It uses Strategies, agendas and plans as policy instruments.",92
Cyprus,ACTION PLAN FOR OPTIMAL UTILISATION OF RESEARCH INFRASTRUCTURES,"Cyprus's ACTION PLAN FOR OPTIMAL UTILISATION OF RESEARCH INFRASTRUCTURES (2021 - Ongoing). An action plan is under development to promote better utilisation of research infrastructures set-up using public funding. It has the following objectives: To update the mapping of RIs in Cyprus, including RIs from the private sector.To explore the legislative and regulatory framework for the optimal utilisation of Research Infrastructures (RIs).To examine the need for creating a platform for publishing information on RIs and facilitating access to RIs.It uses Dedicated support to research infrastructures, Strategies, agendas and plans as policy instruments.",92
South Africa,SOUTHERN AFRICAN SYSTEMS ANALYSIS CENTRE,"South Africa's SOUTHERN AFRICAN SYSTEMS ANALYSIS CENTRE (2011 - Ongoing). The Southern African Systems Analysis Centre (SASAC), launched in November 2011 is a multi-year initiative coordinated by the University of the Western Cape, in partnership with the Universities’ of Limpopo and the Witwatersrand, and Stellenbosch. This initiative takes cognisance of additional and multi-level systems analysis capacity interventions, and a comprehensive approach to policy related activities in South- and Southern Africa. It has the following objectives: The aim of the SASAC PhD programme is to provide an opportunity for excellent young doctoral students to advance their research under the direct supervision of senior scientists from South African and UK-based research and higher education institutions and IIASA, and at the same time contribute to IIASA’s ongoing scientific agenda and to the DST’s strategic research agenda as documented in the Grand ChallengesIt uses Fellowships and postgraduate loans and scholarships as policy instruments.",149
South Africa,R&D TAX INCENTIVE,"South Africa's R&D TAX INCENTIVE (2006 - Ongoing). Research and Development (R&D) Tax Incentive is administered by the Department of Science and Technology (DST), along with the South African Revenue Service (SARS) and the National Treasury, remains ongoing until at least 2022, It has the following objectives: The R&D Tax Incentives are administered with an objective to promote the R&D investment in South Africa and complements the government expenditure on R&D activitiesIt uses Tax or social contributions relief for firms investing in R&D and innovation as policy instruments.",88
Ireland,STRATEGY 2025 SHAPING OUR FUTURE,"Ireland's STRATEGY 2025 SHAPING OUR FUTURE (2021 - Ongoing). Science Foundation Ireland’s new strategy, Shaping Our Future It has the following objectives: Science Foundation Ireland’s new strategy has two core ambitions: Delivering Today and Preparing for Tomorrow.To deliver on our vision for Ireland we will develop more top talent, build on Ireland’s excellent research base, and maximise the tangible benefits for our economy and society, addressing current<br/>challenges and supporting quality jobs and a competitive economy.As a small country, Ireland can best compete by developing a cohesive research ecosystem capable of taking first mover advantage in new and emergent fields. SFI’s new strategy emphasises anticipating what’s next and adapting our approach to lead in these new areas of discovery. To achieve this, SFI will engage and collaborate more widely and deeply with all stakeholders.It uses Strategies, agendas and plans as policy instruments.",141
Portugal,STE(A)M IT PROJECT,"Portugal's STE(A)M IT PROJECT (2019 - Ongoing). STEAM IT is an interdisciplinary stem approach, that, Impacting policy makers, teachers, school leaders, career advisors and industry, aims to strengthen the educational landscape by promoting innovative and cross-disciplinary approaches to STE(A)M teaching in education. It has the following objectives: (1) create and test of a conceptual framework of reference for integrated STE(A)M education;(2) develop a capacity building programme for primary schools teachers and secondary STEM .teachers, based on this framework, with a particular focus on the contextualization of STEM teaching, especially through industry-education cooperation(3) further ensure the contextualization of the integrated STEM teaching by establishing a network of guidance counsellors/career advisors in schools promoting the attractiveness of STEM jobs to their classes.It uses Strategies, agendas and plans as policy instruments. and it has a budget of Less than 1M euros.",138
Mexico,FRONTIER SCIENCE,"Mexico's FRONTIER SCIENCE (2019 - Ongoing). To promote frontier science that uses new ideas, models, concepts and methodologies to contribute to the understanding of phenomena, processes and realities, achieving substantive advances in scientific knowledge. It has the following objectives: To support proposals that generate cutting-edge, original and transformative scientific knowledge; that promote collaboration between researchers with complementary skills, knowledge, experience and infrastructures, and that train new scientists capable of undertaking an independent practice, with special emphasis on postgraduate students and post-docs.It uses Institutional funding for public research as policy instruments.",90
Mexico,HORIZONTAL KNOWLEDGE NETWORKS,"Mexico's HORIZONTAL KNOWLEDGE NETWORKS (2020 - Ongoing). Conacyt encourages the creation of spaces and mechanisms for the understanding and solution of local problems where horizontal dialogue between traditional<br/>and solutions to local problems where horizontal dialogue between traditional and diverse knowledge and the development of science, technology and<br/>and diverse knowledge with the development of science, technology and innovation. It has the following objectives: Support the development of research projects that have a direct impact on the solution of local problems in the context of the current COVID-19 pandemic, through collaboration between organised social groups and research institutions, higher education and regional or municipal bodies, established as Horizontal Knowledge Networks, promoting equal dialogue between different actors and the resolution of problems that concern and affect society in different local spaces.It uses Institutional funding for public research as policy instruments.",137
Mexico,"SUPPORT PROGRAMMES FOR SCIENTIFIC, TECHNOLOGICAL AND INNOVATION ACTIVITIES","Mexico's SUPPORT PROGRAMMES FOR SCIENTIFIC, TECHNOLOGICAL AND INNOVATION ACTIVITIES (2009 - Ongoing). It is a Conacyt budget programme whose objective is to support, encourage and promote projects in research, development, public communication of science and liaison, aimed at increasing and improving the pool of scientific and technological capabilities and skills, which strengthen the National System of Science, Technology and Innovation. It has the following objectives: Promote activities directly linked to the development of scientific, technological and innovation activities.Financiar Proyectos de investigación científica, básica o aplicada, destinada a incrementar el acervo del conocimiento nacional.To finance basic or applied scientific research projects aimed at increasing the stock of national knowledge.Encourage the training and inclusion of specialised human resources for the development of scientific, technological and innovation activities in strategic sectors.Strengthen, consolidate and renew the infrastructure for the development of scientific, technological and innovation activities.Contribute to and promote international cooperation in science, technology and innovation.It uses Project grants for public research as policy instruments.",161
Mexico,STRENGTHENING SCIENTIFIC INFRASTRUCTURE,Mexico's STRENGTHENING SCIENTIFIC INFRASTRUCTURE (2003 - Ongoing). This support is granted through the Call for Support for the Strengthening and Development of Scientific and Technological Infrastructure. It has the following objectives: To provide complementary financial resources to research institutions for the renewal or updating of their scientific equipment.It uses Dedicated support to research infrastructures as policy instruments.,57
Mexico,NATIONAL STRATEGIC PROGRAMMES,"Mexico's NATIONAL STRATEGIC PROGRAMMES (2019 - Ongoing). The Pronaces organise research efforts around specific national problems which, because of their importance and seriousness, require urgent attention and a comprehensive, deep and broad solution. It has the following objectives: Investigate the causes of problems and provide solutions to them, from a multidimensional and interdisciplinary perspective. The Pronaces constitute the platforms for collaboration and convergence of the academic and technological community; they allow a more effective and efficient use of public resources, for the benefit of the population and the environment, and lead to greater independence in addressing national challenges.It uses Project grants for public research as policy instruments.",107
Chile,NETWORK OF UNIVERSITY RESEARCH LABORATORIES FOR DIAGNOSTICS,"Chile's NETWORK OF UNIVERSITY RESEARCH LABORATORIES FOR DIAGNOSTICS (2020 - Ongoing). A network of university research laboratories was created, converting them into emergency diagnostic centers for COVID-19. It has the following objectives: Network of university laboratories with the objective of increasing diagnostic capacity in the short term and strengthening the national diagnostic network in the long term.It uses Institutional funding for public research, Networking and collaborative platforms as policy instruments. and it has a budget of 1M-5M euros.",78
Mexico,BUDGETARY PROGRAM F003,"Mexico's BUDGETARY PROGRAM F003 (2021 - Ongoing). Budgetary program for the financing of research projects, technological development and innovation, and scholarships It has the following objectives: Promote the advancement of universal knowledge, including frontier research in<br/>all areas and fields of knowledge, as well as the development of the humanities, sciences,<br/>technologies and innovation,It uses Institutional funding for public research as policy instruments.",61
Montenegro,OFFICIAL PRODUCER OF STATISTICAL RESEARCH AND DEVELOPMENT,"Montenegro's OFFICIAL PRODUCER OF STATISTICAL RESEARCH AND DEVELOPMENT (2015 - Ongoing). As the official producer of statistical research and development (R&D) in Montenegro, Ministry of Education, Science, Culture and Sports collects data that provide all mandatory indicators with breakdowns defined in the EU Commission Implementing Regulation for statistics on science and technology (995/2012), in line with the methodological guidelines defined in the Guidelines for collecting and reporting data on research and experimental development. It has the following objectives: R&D statistics provide internationally comparable data on total R&D spending and R&D staff.It uses Policy intelligence (e.g. evaluations, benchmarking and forecasts) as policy instruments.",102
Montenegro,GRANTS TO ENCOURAGE PARTICIPATION IN HORIZON AND COST PROGRAMMES,"Montenegro's GRANTS TO ENCOURAGE PARTICIPATION IN HORIZON AND COST PROGRAMMES (2017 - Ongoing). Grants to encourage participation in Horizon and COST programmes are aimed at increasing participation of Montenegrin institutions in Horizon 2020 and COST, as well as other international research and innovation programmes. It has the following objectives: The increased participation of Montenegrin institutions in Horizon 2020 and COST, as well as other international research and innovation programmes.It uses Project grants for public research as policy instruments. and it has a budget of Less than 1M euros.",88
