,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
1874,['neutral'],3641022607.jpg#0,neutral,3641022607.jpg#0r1n,A windsurfer is balancing on choppy water.,( ( A windsurfer ) ( ( is ( balancing ( on ( choppy water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN windsurfer)) (VP (VBZ is) (VP (VBG balancing) (PP (IN on) (NP (JJ choppy) (NN water))))) (. .))),There is a windsurfer who fell in choppy water.,( There ( ( is ( ( a windsurfer ) ( who ( fell ( in ( choppy water ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN windsurfer)) (SBAR (WHNP (WP who)) (S (VP (VBD fell) (PP (IN in) (NP (JJ choppy) (NN water)))))))) (. .)))
1875,['contradiction'],3641022607.jpg#3,contradiction,3641022607.jpg#3r1c,A man wakeboards on choppy water.,( ( A man ) ( ( wakeboards ( on ( choppy water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ wakeboards) (PP (IN on) (NP (JJ choppy) (NN water)))) (. .))),A woman wakeboards on choppy water.,( ( A woman ) ( ( wakeboards ( on ( choppy water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ wakeboards) (PP (IN on) (NP (JJ choppy) (NN water)))) (. .)))
1876,['neutral'],3641022607.jpg#3,neutral,3641022607.jpg#3r1n,A man wakeboards on choppy water.,( ( A man ) ( ( wakeboards ( on ( choppy water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ wakeboards) (PP (IN on) (NP (JJ choppy) (NN water)))) (. .))),The man is competeing in a competition.,( ( The man ) ( ( is ( competeing ( in ( a competition ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG competeing) (PP (IN in) (NP (DT a) (NN competition))))) (. .)))
1877,['entailment'],3641022607.jpg#3,entailment,3641022607.jpg#3r1e,A man wakeboards on choppy water.,( ( A man ) ( ( wakeboards ( on ( choppy water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ wakeboards) (PP (IN on) (NP (JJ choppy) (NN water)))) (. .))),A man is wakeboarding.,( ( A man ) ( ( is wakeboarding ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG wakeboarding))) (. .)))
1878,['entailment'],3641022607.jpg#2,entailment,3641022607.jpg#2r1e,A man parasails in the choppy water.,( ( A man ) ( ( parasails ( in ( the ( choppy water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ parasails) (PP (IN in) (NP (DT the) (JJ choppy) (NN water)))) (. .))),The water was choppy as the man parasailed.,( ( The water ) ( ( ( was choppy ) ( as ( ( the man ) parasailed ) ) ) . ) ),(ROOT (S (NP (DT The) (NN water)) (VP (VBD was) (ADJP (JJ choppy)) (SBAR (IN as) (S (NP (DT the) (NN man)) (VP (VBD parasailed))))) (. .)))
1879,['contradiction'],3641022607.jpg#2,contradiction,3641022607.jpg#2r1c,A man parasails in the choppy water.,( ( A man ) ( ( parasails ( in ( the ( choppy water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ parasails) (PP (IN in) (NP (DT the) (JJ choppy) (NN water)))) (. .))),The man parasailed in the calm water.,( ( The man ) ( ( parasailed ( in ( the ( calm water ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBD parasailed) (PP (IN in) (NP (DT the) (JJ calm) (NN water)))) (. .)))
1880,['neutral'],3641022607.jpg#2,neutral,3641022607.jpg#2r1n,A man parasails in the choppy water.,( ( A man ) ( ( parasails ( in ( the ( choppy water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ parasails) (PP (IN in) (NP (DT the) (JJ choppy) (NN water)))) (. .))),The calm waves turned choppy as the main started to parasail.,( ( The ( calm waves ) ) ( ( ( turned choppy ) ( as ( ( the main ) ( started ( to parasail ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN calm) (NNS waves)) (VP (VBD turned) (ADJP (JJ choppy)) (SBAR (IN as) (S (NP (DT the) (JJ main)) (VP (VBD started) (S (VP (TO to) (VP (VB parasail)))))))) (. .)))
1881,['neutral'],3308132698.jpg#0,neutral,3308132698.jpg#0r1n,"A woman in a white dress with a tiara sings in a chorus, which has a row of men in sailor hats.","( ( ( A woman ) ( in ( ( a ( white dress ) ) ( with ( a tiara ) ) ) ) ) ( ( sings ( in ( ( ( a chorus ) , ) ( which ( has ( ( a row ) ( of ( men ( in ( sailor hats ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ white) (NN dress)) (PP (IN with) (NP (DT a) (NN tiara)))))) (VP (VBZ sings) (PP (IN in) (NP (NP (DT a) (NN chorus)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ has) (NP (NP (DT a) (NN row)) (PP (IN of) (NP (NP (NNS men)) (PP (IN in) (NP (NN sailor) (NNS hats)))))))))))) (. .)))",The men in sailor hats are dancing on stage.,( ( ( The men ) ( in ( sailor hats ) ) ) ( ( are ( dancing ( on stage ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NNS men)) (PP (IN in) (NP (NN sailor) (NNS hats)))) (VP (VBP are) (VP (VBG dancing) (PP (IN on) (NP (NN stage))))) (. .)))
1882,['entailment'],3308132698.jpg#0,entailment,3308132698.jpg#0r1e,"A woman in a white dress with a tiara sings in a chorus, which has a row of men in sailor hats.","( ( ( A woman ) ( in ( ( a ( white dress ) ) ( with ( a tiara ) ) ) ) ) ( ( sings ( in ( ( ( a chorus ) , ) ( which ( has ( ( a row ) ( of ( men ( in ( sailor hats ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ white) (NN dress)) (PP (IN with) (NP (DT a) (NN tiara)))))) (VP (VBZ sings) (PP (IN in) (NP (NP (DT a) (NN chorus)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ has) (NP (NP (DT a) (NN row)) (PP (IN of) (NP (NP (NNS men)) (PP (IN in) (NP (NN sailor) (NNS hats)))))))))))) (. .)))",The chorus is singing.,( ( The chorus ) ( ( is singing ) . ) ),(ROOT (S (NP (DT The) (NN chorus)) (VP (VBZ is) (VP (VBG singing))) (. .)))
1883,['contradiction'],3308132698.jpg#0,contradiction,3308132698.jpg#0r1c,"A woman in a white dress with a tiara sings in a chorus, which has a row of men in sailor hats.","( ( ( A woman ) ( in ( ( a ( white dress ) ) ( with ( a tiara ) ) ) ) ) ( ( sings ( in ( ( ( a chorus ) , ) ( which ( has ( ( a row ) ( of ( men ( in ( sailor hats ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ white) (NN dress)) (PP (IN with) (NP (DT a) (NN tiara)))))) (VP (VBZ sings) (PP (IN in) (NP (NP (DT a) (NN chorus)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ has) (NP (NP (DT a) (NN row)) (PP (IN of) (NP (NP (NNS men)) (PP (IN in) (NP (NN sailor) (NNS hats)))))))))))) (. .)))",The woman wearing a tiara is getting married.,( ( ( The woman ) ( wearing ( a tiara ) ) ) ( ( is ( getting married ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN woman)) (VP (VBG wearing) (NP (DT a) (NN tiara)))) (VP (VBZ is) (VP (VBG getting) (ADJP (JJ married)))) (. .)))
1884,['neutral'],1145810912.jpg#4,neutral,1145810912.jpg#4r1n,A child using a woodworking tool,( A ( child ( using ( a ( woodworking tool ) ) ) ) ),(ROOT (FRAG (NP (DT A) (NN child) (S (VP (VBG using) (NP (DT a) (VBG woodworking) (NN tool))))))),the child is a woodworker.,( ( the child ) ( ( is ( a woodworker ) ) . ) ),(ROOT (S (NP (DT the) (NN child)) (VP (VBZ is) (NP (DT a) (NN woodworker))) (. .)))
1885,['contradiction'],1145810912.jpg#4,contradiction,1145810912.jpg#4r1c,A child using a woodworking tool,( A ( child ( using ( a ( woodworking tool ) ) ) ) ),(ROOT (FRAG (NP (DT A) (NN child) (S (VP (VBG using) (NP (DT a) (VBG woodworking) (NN tool))))))),the child is in the bathroom,( ( the child ) ( is ( in ( the bathroom ) ) ) ),(ROOT (S (NP (DT the) (NN child)) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN bathroom))))))
1886,['entailment'],1145810912.jpg#4,entailment,1145810912.jpg#4r1e,A child using a woodworking tool,( A ( child ( using ( a ( woodworking tool ) ) ) ) ),(ROOT (FRAG (NP (DT A) (NN child) (S (VP (VBG using) (NP (DT a) (VBG woodworking) (NN tool))))))),the child is working with wood.,( ( the child ) ( ( is ( working ( with wood ) ) ) . ) ),(ROOT (S (NP (DT the) (NN child)) (VP (VBZ is) (VP (VBG working) (PP (IN with) (NP (NN wood))))) (. .)))
1887,['contradiction'],294443417.jpg#4,contradiction,294443417.jpg#4r1c,A little kid enjoying some sledding on a winter day.,( ( ( A ( little kid ) ) ( enjoying ( ( some sledding ) ( on ( a ( winter day ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN kid)) (VP (VBG enjoying) (NP (NP (DT some) (NN sledding)) (PP (IN on) (NP (DT a) (NN winter) (NN day))))) (. .))),The kid is wearing skates.,( ( The kid ) ( ( is ( wearing skates ) ) . ) ),(ROOT (S (NP (DT The) (NN kid)) (VP (VBZ is) (VP (VBG wearing) (NP (NNS skates)))) (. .)))
1888,['entailment'],294443417.jpg#4,entailment,294443417.jpg#4r1e,A little kid enjoying some sledding on a winter day.,( ( ( A ( little kid ) ) ( enjoying ( ( some sledding ) ( on ( a ( winter day ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN kid)) (VP (VBG enjoying) (NP (NP (DT some) (NN sledding)) (PP (IN on) (NP (DT a) (NN winter) (NN day))))) (. .))),There is snow on the ground.,( There ( ( is ( snow ( on ( the ground ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (NN snow)) (PP (IN on) (NP (DT the) (NN ground))))) (. .)))
1889,['neutral'],294443417.jpg#4,neutral,294443417.jpg#4r1n,A little kid enjoying some sledding on a winter day.,( ( ( A ( little kid ) ) ( enjoying ( ( some sledding ) ( on ( a ( winter day ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN kid)) (VP (VBG enjoying) (NP (NP (DT some) (NN sledding)) (PP (IN on) (NP (DT a) (NN winter) (NN day))))) (. .))),The kid is wearing a hat.,( ( The kid ) ( ( is ( wearing ( a hat ) ) ) . ) ),(ROOT (S (NP (DT The) (NN kid)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN hat)))) (. .)))
1890,['contradiction'],2781699063.jpg#4,contradiction,2781699063.jpg#4r1c,A person is looking at water jets.,( ( A person ) ( ( is ( looking ( at ( water jets ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG looking) (PP (IN at) (NP (NN water) (NNS jets))))) (. .))),The person is at a car lot.,( ( The person ) ( ( is ( at ( a ( car lot ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ is) (PP (IN at) (NP (DT a) (NN car) (NN lot)))) (. .)))
1891,['entailment'],2781699063.jpg#4,entailment,2781699063.jpg#4r1e,A person is looking at water jets.,( ( A person ) ( ( is ( looking ( at ( water jets ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG looking) (PP (IN at) (NP (NN water) (NNS jets))))) (. .))),The person is interested in a water jet.,( ( The person ) ( ( is ( interested ( in ( a ( water jet ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ is) (ADJP (JJ interested) (PP (IN in) (NP (DT a) (NN water) (NN jet))))) (. .)))
1892,['neutral'],2781699063.jpg#4,neutral,2781699063.jpg#4r1n,A person is looking at water jets.,( ( A person ) ( ( is ( looking ( at ( water jets ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG looking) (PP (IN at) (NP (NN water) (NNS jets))))) (. .))),The person wants a water jet.,( ( The person ) ( ( wants ( a ( water jet ) ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ wants) (NP (DT a) (NN water) (NN jet))) (. .)))
1893,['entailment'],2781699063.jpg#3,entailment,2781699063.jpg#3r1e,Two people enjoying a water fountain display.,( ( ( Two people ) ( enjoying ( a ( water fountain ) ) ) ) ( display . ) ),(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG enjoying) (NP (DT a) (NN water) (NN fountain)))) (VP (VBP display)) (. .))),two people by a fountain,( ( two people ) ( by ( a fountain ) ) ),(ROOT (NP (NP (CD two) (NNS people)) (PP (IN by) (NP (DT a) (NN fountain)))))
1894,['contradiction'],2781699063.jpg#3,contradiction,2781699063.jpg#3r1c,Two people enjoying a water fountain display.,( ( ( Two people ) ( enjoying ( a ( water fountain ) ) ) ) ( display . ) ),(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG enjoying) (NP (DT a) (NN water) (NN fountain)))) (VP (VBP display)) (. .))),one dog sleeping,( ( one dog ) sleeping ),(ROOT (NP (NP (CD one) (NN dog)) (NP (NN sleeping))))
1895,['neutral'],2781699063.jpg#3,neutral,2781699063.jpg#3r1n,Two people enjoying a water fountain display.,( ( ( Two people ) ( enjoying ( a ( water fountain ) ) ) ) ( display . ) ),(ROOT (S (NP (NP (CD Two) (NNS people)) (VP (VBG enjoying) (NP (DT a) (NN water) (NN fountain)))) (VP (VBP display)) (. .))),two people in the water of a fountain,( ( two people ) ( in ( ( the water ) ( of ( a fountain ) ) ) ) ),(ROOT (NP (NP (CD two) (NNS people)) (PP (IN in) (NP (NP (DT the) (NN water)) (PP (IN of) (NP (DT a) (NN fountain)))))))
1896,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",1145810912.jpg#1,neutral,1145810912.jpg#1r1n,A boy in a red and blue shirt painting a log.,( ( ( A boy ) ( in ( ( a ( ( ( red and ) blue ) shirt ) ) ( painting ( a log ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NP (DT a) (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)) (VP (VBG painting) (NP (DT a) (NN log))))) (. .))),A boy painting a log in the rain.,( ( ( A boy ) ( painting ( ( a log ) ( in ( the rain ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN boy)) (VP (VBG painting) (NP (NP (DT a) (NN log)) (PP (IN in) (NP (DT the) (NN rain))))) (. .)))
1897,['entailment'],1145810912.jpg#1,entailment,1145810912.jpg#1r1e,A boy in a red and blue shirt painting a log.,( ( ( A boy ) ( in ( ( a ( ( ( red and ) blue ) shirt ) ) ( painting ( a log ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NP (DT a) (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)) (VP (VBG painting) (NP (DT a) (NN log))))) (. .))),A boy painting a log.,( ( ( A boy ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (DT A) (NN boy)) (VP (VBG painting) (NP (DT a) (NN log))) (. .)))
1898,['contradiction'],1145810912.jpg#1,contradiction,1145810912.jpg#1r1c,A boy in a red and blue shirt painting a log.,( ( ( A boy ) ( in ( ( a ( ( ( red and ) blue ) shirt ) ) ( painting ( a log ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NP (DT a) (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)) (VP (VBG painting) (NP (DT a) (NN log))))) (. .))),A girl aslee on a log.,( ( A girl ) ( ( aslee ( on ( a log ) ) ) . ) ),(ROOT (S (NP (DT A) (NN girl)) (VP (VBP aslee) (PP (IN on) (NP (DT a) (NN log)))) (. .)))
1899,['entailment'],1145810912.jpg#2,entailment,1145810912.jpg#2r3e,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),A log is being painted by a child.,( ( A log ) ( ( is ( being ( painted ( by ( a child ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN log)) (VP (VBZ is) (VP (VBG being) (VP (VBN painted) (PP (IN by) (NP (DT a) (NN child)))))) (. .)))
1900,['neutral'],1145810912.jpg#2,neutral,1145810912.jpg#2r2n,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is painting the log blue.,( ( The child ) ( ( is ( painting ( the ( log blue ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG painting) (NP (DT the) (NN log) (NN blue)))) (. .)))
1901,['entailment'],1145810912.jpg#2,entailment,1145810912.jpg#2r1e,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),A child in a multicolored shirt is painting a log,( ( ( A child ) ( in ( a ( multicolored shirt ) ) ) ) ( is ( painting ( a log ) ) ) ),(ROOT (S (NP (NP (DT A) (NN child)) (PP (IN in) (NP (DT a) (JJ multicolored) (NN shirt)))) (VP (VBZ is) (VP (VBG painting) (NP (DT a) (NN log))))))
1902,['neutral'],1145810912.jpg#2,neutral,1145810912.jpg#2r5n,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is painting a log for his grandpa.,( ( The child ) ( ( is ( painting ( ( a log ) ( for ( his grandpa ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG painting) (NP (NP (DT a) (NN log)) (PP (IN for) (NP (PRP$ his) (NN grandpa)))))) (. .)))
1903,['contradiction'],1145810912.jpg#2,contradiction,1145810912.jpg#2r5c,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The log is chasing the child.,( ( The log ) ( ( is ( chasing ( the child ) ) ) . ) ),(ROOT (S (NP (DT The) (NN log)) (VP (VBZ is) (VP (VBG chasing) (NP (DT the) (NN child)))) (. .)))
1904,['entailment'],1145810912.jpg#2,entailment,1145810912.jpg#2r4e,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is painting the wood.,( ( The child ) ( ( is ( painting ( the wood ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG painting) (NP (DT the) (NN wood)))) (. .)))
1905,['neutral'],1145810912.jpg#2,neutral,1145810912.jpg#2r3n,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The boy is painting,( ( The boy ) ( is painting ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (VP (VBG painting)))))
1906,['neutral'],1145810912.jpg#2,neutral,1145810912.jpg#2r1n,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),A child with clothes on is painting somthing,( ( ( A child ) ( with ( clothes on ) ) ) ( is ( painting somthing ) ) ),(ROOT (S (NP (NP (DT A) (NN child)) (PP (IN with) (NP (NP (NNS clothes)) (PP (IN on))))) (VP (VBZ is) (VP (VBG painting) (S (VP (VBG somthing)))))))
1907,['entailment'],1145810912.jpg#2,entailment,1145810912.jpg#2r5e,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is painting.,( ( The child ) ( ( is painting ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG painting))) (. .)))
1908,['neutral'],1145810912.jpg#2,neutral,1145810912.jpg#2r4n,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),A child in a plaid shirt is painting.,( ( ( A child ) ( in ( a ( plaid shirt ) ) ) ) ( ( is painting ) . ) ),(ROOT (S (NP (NP (DT A) (NN child)) (PP (IN in) (NP (DT a) (JJ plaid) (NN shirt)))) (VP (VBZ is) (VP (VBG painting))) (. .)))
1909,['contradiction'],1145810912.jpg#2,contradiction,1145810912.jpg#2r3c,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child in the purple shirt is playing basketball.,( ( ( The child ) ( in ( the ( purple shirt ) ) ) ) ( ( is ( playing basketball ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN child)) (PP (IN in) (NP (DT the) (JJ purple) (NN shirt)))) (VP (VBZ is) (VP (VBG playing) (NP (NN basketball)))) (. .)))
1910,['contradiction'],1145810912.jpg#2,contradiction,1145810912.jpg#2r4c,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child uses a log to float down the river.,( ( The child ) ( ( uses ( a ( log ( to ( ( float down ) ( the river ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ uses) (NP (DT a) (NN log) (S (VP (TO to) (VP (VB float) (PRT (RP down)) (NP (DT the) (NN river))))))) (. .)))
1911,['contradiction'],1145810912.jpg#2,contradiction,1145810912.jpg#2r2c,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is wearing a green shirt.,( ( The child ) ( ( is ( wearing ( a ( green shirt ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (JJ green) (NN shirt)))) (. .)))
1912,['entailment'],1145810912.jpg#2,entailment,1145810912.jpg#2r2e,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),The child is painting.,( ( The child ) ( ( is painting ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG painting))) (. .)))
1913,['contradiction'],1145810912.jpg#2,contradiction,1145810912.jpg#2r1c,Child in red and blue shirt painting a log.,( ( ( Child ( in ( ( ( red and ) blue ) shirt ) ) ) ( painting ( a log ) ) ) . ),(ROOT (NP (NP (NP (NN Child)) (PP (IN in) (NP (ADJP (JJ red) (CC and) (JJ blue)) (NN shirt)))) (VP (VBG painting) (NP (DT a) (NN log))) (. .))),This crazy dog in a yellow shirt learned how to paint!,( ( ( This ( crazy dog ) ) ( in ( a ( yellow shirt ) ) ) ) ( ( learned ( how ( to paint ) ) ) ! ) ),(ROOT (S (NP (NP (DT This) (JJ crazy) (NN dog)) (PP (IN in) (NP (DT a) (JJ yellow) (NN shirt)))) (VP (VBD learned) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB paint)))))) (. !)))
1914,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2781699063.jpg#0,contradiction,2781699063.jpg#0r1c,Two people are next to a fountain with a red bottom and arches of water.,( ( Two people ) ( ( are ( next ( to ( ( ( ( a fountain ) ( with ( a ( red bottom ) ) ) ) and ) ( arches ( of water ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (ADJP (JJ next) (PP (TO to) (NP (NP (NP (DT a) (NN fountain)) (PP (IN with) (NP (DT a) (JJ red) (NN bottom)))) (CC and) (NP (NP (NNS arches)) (PP (IN of) (NP (NN water)))))))) (. .))),A man is sitting on the couch.,( ( A man ) ( ( is ( sitting ( on ( the couch ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT the) (NN couch))))) (. .)))
1915,['entailment'],2781699063.jpg#0,entailment,2781699063.jpg#0r1e,Two people are next to a fountain with a red bottom and arches of water.,( ( Two people ) ( ( are ( next ( to ( ( ( ( a fountain ) ( with ( a ( red bottom ) ) ) ) and ) ( arches ( of water ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (ADJP (JJ next) (PP (TO to) (NP (NP (NP (DT a) (NN fountain)) (PP (IN with) (NP (DT a) (JJ red) (NN bottom)))) (CC and) (NP (NP (NNS arches)) (PP (IN of) (NP (NN water)))))))) (. .))),Two people are next to a fountain together.,( ( Two people ) ( ( ( are ( next ( to ( a fountain ) ) ) ) together ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (ADVP (JJ next) (PP (TO to) (NP (DT a) (NN fountain)))) (ADVP (RB together))) (. .)))
