title,description,label_int,label
U.S. Sets Final Duties on Imported Shrimp," WASHINGTON (Reuters) - The United States set final  anti-dumping duties of up to 112.81 percent on shrimp imported  from China and up to 25.76 percent on shrimp from Vietnam to  offset unfair pricing, the Commerce Department said on Tuesday.",3,Business
NL Wrap: Padres Ease Past Giants Despite Bonds Homer,"Jay Payton #39;s three-run homer led the San Diego Padres to a 5-1 win over the San Francisco Giants in National League play Saturday, despite a 701st career blast from Barry Bonds.",2,Sports
"Victory Brings Hope, and Worry","The optimists among Rutgers fans were delighted, but the Scarlet Knights still gave the pessimists something to worry about.",2,Sports
Russia cracks down on beer ads,"Beer consumption has doubled over the past five years, prompting legislators to implement new rules.",1,World
Germany: A Brighter Sun In The East (BusinessWeek Online),"BusinessWeek Online - The jubilation that swept East Germany after the fall of the Berlin Wall in 1989 long ago gave way to the sober reality of globalization and market forces. Now a decade of resentment seems to be boiling over. In Eastern cities such as Leipzig or Chemnitz, thousands have taken to the streets since July to protest cuts in unemployment benefits, the main source of livelihood for 1.6 million East Germans. Discontent among reunification's losers fueled big gains by the far left and far right in Brandenburg and Saxony state elections Sept. 19. ...",4,Sci/Tech
Coping with e-trash pileup ,"NEW YORK -- When Office Depot Inc. stores ran an electronics recycling drive last summer that accepted everything from cellphones to televisions, some stores were overwhelmed by the amount of e-trash they received.",3,Business
"First Americans may have crossed Atlantic 50,000 years ago","In a discovery sure to set off a firestorm of debate over human migration to the western hemisphere, archaeologists in South Carolina say they have uncovered evidence that people lived in eastern North America at least 50,000 years ago - far earlier than ",4,Sci/Tech
Bill Clinton Helps Launch Search Engine (AP),AP - Former president Bill Clinton on Monday helped launch a new Internet search company backed by the Chinese government which says its technology uses artificial intelligence to produce better results than Google Inc.,4,Sci/Tech
IMF Voices  #39;Some Concern #39; Over Legal Assault on Yukos,The International Monetary Fund expressed concern Tuesday about the impact of the troubles besetting oil major Yukos on Russia #39;s standing as a place to invest.,3,Business
"Serena, Sharapova in rematch",Perhaps the sight of Maria Sharapova opposite her tonight will jog Serena Williams #39; memory. Wimbledon. The final. You and Maria.,2,Sports
Worst rains in years kill dozens in PRC,"At least 79 people were killed and 74 were missing after some of the worst rainstorms in recent years triggered landslides and flash floods in southwest China, disaster relief officials said yesterday.",1,World
LinuxWorld to visit Hub for 1st time,"LinuxWorld Conference  amp; Expo will come to Boston for the first time in February, underscoring the area's standing as a hub for the open-source software being adopted by thousands of businesses.",3,Business
Flock of paper birds takes wing in Thailand,"BANGKOK Thai military aircraft dropped 100 million paper birds over southern Thailand on Sunday in a gesture intended to promote peace in mainly Muslim provinces, where more than 500 people have died this year in attacks by separatist militants and ",1,World
"Militants Threaten to Kill US, UK Hostages in Iraq","Insurgents threatened on Saturday to cut the throats of two Americans and a Briton seized in Baghdad, and launched a suicide car bomb attack on Iraqi security forces in Kirkuk that killed at least 23 people.",1,World
Montgomerie likely to miss Heritage cut,"Five days after making the putt that won the Ryder Cup, Colin Montgomerie looked set to miss the cut at a European PGA tour event.",2,Sports
Sun readies tool support for 64-bit AMD systems,"Sun Microsystems plans to release its Sun Studio 10 development tool in the fourth quarter of this year, featuring support for 64-bit applications running on AMD Opteron and Nocona processors, Sun officials said on Tuesday.",4,Sci/Tech
"Woolmer, Inzamam in firing line",Karachi - Captain Inzamam ul-Haq and coach Bob Woolmer came under fire on Thursday for choosing to bat first on a tricky pitch after Pakistan #39;s humiliating defeat in the ICC Champions Trophy semi-final.,2,Sports
"Barcelona, Milan lead Group F with first round victories",Scottish champions Celtic saw their three-year unbeaten home record in Europe broken Tuesday as they lost 3-1 to Barcelona in the Champions League Group F opener.,2,Sports
Rates rise on T-bills,"Interest rates on short-term Treasury securities rose in yesterday's auction. The Treasury Department sold \$19 billion in three-month bills at a discount rate of 1.710 percent, up from 1.685 percent last week. An additional \$17 billion was sold in six-month bills at a rate of 1.950 percent, up from 1.870 percent.",3,Business
Symantec plugs holes in firewall,"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",4,Sci/Tech
Spain Wins Davis Cup As Moya Tops Roddick (AP),"AP - Andy Roddick searched out Carlos Moya in the throng of jumping, screaming Spanish tennis players, hoping to shake hands.",2,Sports
FTC Files Case Against Spyware Suspects (AP),"AP - The Federal Trade Commission on Thursday filed the first case in the country against software companies accused of infecting computers with intrusive ""spyware"" and then trying to sell people the solution.",4,Sci/Tech
Research Firms Can #39;t Get Enough Of AAPL,"While shares of Apple have climbed more than 10 percent this week, reaching 52-week highs, two research firms told investors Friday they continue to remain highly bullish about the stock.",4,Sci/Tech
Moody #39;s may cut HCA #39;s rating deeper into junk,"Moody #39;s Investors Service on Wednesday said it may cut its bond ratings on HCA Inc. (HCA.N: Quote, Profile, Research) deeper into junk, citing the hospital operator #39;s plan to buy back about \$2.",3,Business
FCC further deregulates Net calls,States are now barred from imposing telecommunications regulations on Net phone providers.,4,Sci/Tech
Telekom Austria Wins Mobiltel Bid Option for \$2.1 Bln (Update2),"Telekom Austria AG, the country #39;s biggest phone operator, won the right to buy Bulgaria #39;s largest mobile phone company, MobilTel EAD, for 1.6 billion euros (\$2.1 billion), an acquisition that would add 3 million subscribers.",3,Business
ID Biomedical Shares Up on Vaccine Contract,Shares of ID Biomedical jumped after the company reported Monday that it signed long-term agreements with the three largest flu vaccine wholesalers in the United States in light of the shortage of vaccine for the current flu season.,3,Business
 #39;He #39;s not Real bound #39;,ENGLAND captain and Real Madrid midfielder David Beckham has played down speculation that his club are moving for England manager Sven-Goran Eriksson.,2,Sports
Petro-Can sale ends Ottawa #39;s oilpatch era,"The federal government closed its window on the oil industry Thursday, saying that it is selling its last 19 per cent stake in Calgary-based Petro-Canada.",3,Business
Carphone lifted by buoyant sales,Strong sales of new mobile phone models boosts profits at Carphone Warehouse but the retailer's shares fall on concerns at a decline in profits from pre-paid phones.,4,Sci/Tech
Top Researchers Ask Web Users to Join Science Grid, NEW YORK (Reuters) - IBM and top scientific research  organizations are joining forces in a humanitarian effort to  tap the unused power of millions of computers and help solve  complex social problems.,4,Sci/Tech
Drug Firm Shares in Slump," NEW YORK, Nov. 11 -- The 40 percent share price slide in Merck  #38; Co. in the five weeks after it pulled the painkiller Vioxx off the market highlighted larger problems in the pharmaceutical industry that may depress performance for years, according to academics and stock analysts who follow the sector.",3,Business
Southwest Airlines 3Q Profit Increases,Low-fare carrier Southwest Airlines Co. said Thursday that its third-quarter profit rose 12.3 percent to beat Wall Street expectations despite higher fuel costs.,3,Business
"Pfizer, AstraZeneca Pummel Drug Stocks",Another shock hit the drug sector Friday when pharmaceutical giant Pfizer Inc. announced that it found an increased heart risk to patients for its blockbuster arthritis drug Celebrex.,3,Business
"Dreaming done, NBA stars awaken to harsh Olympic reality (AFP)","AFP - National Basketball Association players trying to win a fourth consecutive Olympic gold medal for the United States have gotten the wake-up call that the ""Dream Team"" days are done even if supporters have not.",2,Sports
U.S. to Urge China to Push for More N.Korea Talks, BEIJING (Reuters) - Secretary of State Colin Powell will  urge China Monday to exert its influence over North Korea to  resume six-party negotiations on scrapping its suspected  nuclear weapons program.,1,World
Israeli Missile Strike Kills Two Gaza Militants (Reuters),"Reuters - An Israeli missile strike killed at least\two Hamas gunmen in Gaza City Monday, a day after a top\commander of the Islamic militant group was killed in a similar\attack, Palestinian witnesses and security sources said.",1,World
England in confident mood,"England will be seeking their third clean sweep of the summer when the NatWest Challenge against India concludes at Lord #39;s. After beating New Zealand and West Indies 3-0 and 4-0 in Tests, they have come alive ",2,Sports
Pentagon Restores Voting Web Site Access (AP),"AP - The Pentagon has restored access to a Web site that assists soldiers and other Americans living overseas in voting, after receiving complaints that its security measures were preventing legitimate voters from using it.",1,World
Study: meager recovery for IT job market,"The number of US information technology workers rose 2 percent to 10.5 million in the first quarter of this year, but demand for them is dropping, according to a new report.",3,Business
Crippled Canadian sub set for safe harbour,"Montreal - The British-built Canadian submarine HMCS Chicoutimi, crippled since a fire at sea that killed one of its crew, is under tow and is expected in Faslane, Scotland, early next week, Canadian naval commander Tyrone Pile said on Friday.",1,World
Study: Bears Kill More Elk Than Wolves (AP),"AP - Grizzly and black bears killed a majority of elk calves in northern Yellowstone National Park for the second year in a row, preliminary study results show.",4,Sci/Tech
Pakistanis Freed from Guantanamo Land in Home Jail,"Thirty-five Pakistanis freed from the US Guantanamo Bay prison camp arrived home on Saturday and were taken straight to prison for further interrogation, the interior minister said.",1,World
No. 8 Georgia Starts Freshman in Key Game (AP),AP - Mark Richt knows he'll have to get a little creative when he divvies up playing time for Georgia's running backs next season. Not so on Saturday. Thomas Brown is the undisputed starter for the biggest game of the season.,2,Sports
Witness says CIA oversaw abuse at Abu Ghraib,Witnesses in the trial of a US soldier charged with abusing prisoners at Abu Ghraib have told the court that the CIA sometimes directed abuse and orders were received from military command to toughen interrogations.,1,World
Marsh #39;s 5 top execs leave board,Insurance firm says its board now consists of its new CEO Michael Cherkasky and 10 outside members. NEW YORK (Reuters) - Marsh  amp; McLennan Cos.,3,Business
Swimming: Phelps says sorry after drink-drive offence,"Michael Phelps, the six-time Olympic champion, issued an apology yesterday after being arrested and charged with drunken driving in the United States.",2,Sports
First Look: Danger Sidekick II (PC World),PC World - The one-time World Class Product of the Year PDA gets a much-needed upgrade.,4,Sci/Tech
Report: 10 Held in Alleged Embassy Plot (AP),"AP - Italian and Lebanese authorities have arrested 10 suspected terrorists who planned to blow up the Italian Embassy in Beirut, an Italian news agency and the Defense Ministry said Tuesday.",1,World
"Round One: Bush, Kerry trade tough words on Iraq","CORAL GABLES, Fla. -- John F. Kerry and President Bush clashed sharply over the war in Iraq last night during the first debate of the presidential campaign season, with the senator from Massachusetts accusing ",1,World
Lootings delay aid in Haiti,"GONAIVES, Haiti -- While desperately hungry flood victims wander the streets of Gonaives searching for help, tons of food aid is stacking up in a warehouse guarded by United Nations peacekeepers.",1,World
Microsoft Mimics Local Radio Stations,"As part of its much-touted new MSN Music offering, Microsoft Corp. (MSFT) is testing a Web-based radio service that mimics nearly 1,000 local radio stations, allowing users to hear a version of their favorite radio station with far fewer interruptions.",4,Sci/Tech
Resignation of disgraced Fiji VP fails to quell anger over prison release (AFP),AFP - The resignation of disgraced Fiji Vice-President Ratu Jope Seniloli failed to quell anger among opposition leaders and the military over his surprise release from prison after serving just three months of a four-year jail term for his role in a failed 2000 coup.,1,World
A dynasty shattered,"ATHENS Larry Brown, the US coach, leaned back against the scorer #39;s table, searching for support on a sinking ship. His best player, Tim Duncan, had just fouled out, and the options for an American team that ",2,Sports
Cricket: India fights Ganguly ban,Sourav Ganguly files an appeal against a two-match ban imposed for time-wasting.,1,World
Open-Source Copyright Conflict Heats Up (Ziff Davis),Ziff Davis - A quick resolution to the Mambo open-source copyright dispute seems unlikely now that one of the parties has rejected an offer for mediation.,4,Sci/Tech
Passenger bus seizure in Greese,"Greek police surrounded a bus full of passengers seized by armed hijackers along a highway from an Athens suburb Wednesday, police said.",1,World
Spain announce Davis Cup line-up,"Spain have named an unchanged team for the Davis Cup final against the United States in Seville on 3-5 December. Carlos Moya, Juan Carlos Ferrero, Rafael Nadal and Tommy Robredo will take on the US in front of 22,000 fans at the converted Olympic stadium.",2,Sports
Car bomber raids police convoy,BAGHDAD: A suicide car bomber attacked a police convoy in Baghdad yesterday as guerillas kept pressure on Iraq #39;s security forces despite a bloody rout of insurgents in Fallujah.,1,World
RPT-UPDATE 2-Slot machine maker IGT beats estimates,"Slot machine maker International Game Technology (IGT.N: Quote, Profile, Research) on Tuesday posted better-than-expected quarterly earnings, as casinos bought ",3,Business
Hirst restaurant sale makes 11m,"Fixtures and fittings from Damien Hirst's restaurant Pharmacy sell for 11.1, 8m more than expected.",1,World
Harvard handles BU,"Last Tuesday night, Harvard knocked off rival Boston College, which was ranked No. 1 in the country. Last night, the Crimson knocked off another local foe, Boston University, 2-1, at Walter Brown Arena, which marked the first time since 1999 that Harvard had beaten them both in the same season.",2,Sports
Venezuela Awaits Result of Presidential Recall Vote Audit,"Venezuelan election officials say they expect to announce Saturday, results of a partial audit of last Sunday #39;s presidential recall referendum.",3,Business
Kobe Bryant Jury Selection Begins Today,"About 500 prospective jurors will be in an Eagle, Colorado, courtroom Friday, answering an 82-item questionnaire in preparation for the Kobe Bryant sexual assault trial.",2,Sports
Top libraries to go online in deal with Google,Students take note - endless journeys to the library could become a thing of the past thanks to a new multimillion-pound scheme to make classic texts available at the click of a mouse.,4,Sci/Tech
ISS crew to help search for Aids vaccine,"Moscow - The next crew of the International Space Station (ISS) is to contribute to the Russian search for a vaccine against Aids, Russian cosmonaut Salijan Sharipovthe said on Thursday.",4,Sci/Tech
When the Sun lost its heat,"Locked away in fossils is evidence of a sudden solar cooling. Kate Ravilious meets the experts who say it could explain a 3,000-year-old mass migration - and today #39;s global warming.",4,Sci/Tech
'Wikis' Offer Knowledge-Sharing on the Web,"By ANICK JESDANUN    NEW YORK (AP) -- Taran Rampersad didn't complain when he failed to find anything on his hometown in the online encyclopedia Wikipedia. Instead, he simply wrote his own entry for San Fernando, Trinidad and Tobago...",4,Sci/Tech
Venezuelans Recall Catastrophic Floods,"Five years after catastrophic floods and mudslides killed thousands along Venezuela's Caribbean coast, survivors in this town still see the signs of destruction - shattered concrete walls and tall weeds growing atop streets covered in dried mud.",1,World
 #39;Halo 2 #39; is worth the wait,"How do you top a battle between Marines and an alien religious cult fighting to the death on a giant corona in outer space? The next logical step is to take that battle to Earth, which is exactly what Microsoft ",4,Sci/Tech
Sony Ericsson Profit Rises 45 on Camera Phone Demand (Update2),"Sony Ericsson Mobile Communications Ltd., the mobile-phone venture owned by Sony Corp. and Ericsson AB, said third-quarter profit rose 45 percent on camera phone demand and forecast this quarter will be its strongest.",3,Business
Alcatel expands US presence with two acquisitions worth \$277mn,"NEW YORK, September 17 (newratings.com) - Alcatel (ALA.NYS) has expanded its operations and presence in the core North American telecommunication market with two separate acquisitions for about \$277 million.",3,Business
Anti-Counterfeiting Initiative Launched,"Four U.S. agencies yesterday announced a coordinated attack to stem the global trade in counterfeit merchandise and pirated music and movies, an underground industry that law-enforcement officials estimate to be worth \$500 billion each year.",4,Sci/Tech
NBA brings its game to Beijing,"BEIJING The NBA has reached booming, basketball-crazy China _ but the league doesn #39;t expect to make any money soon. The NBA flew more than 100 people halfway around the world for its first games in China, featuring ",2,Sports
IAEA: 380 tons of explosives missing in Iraq,The UN nuclear watchdog confirmed Monday that nearly 400 tons of powerful explosives that could be used in conventional or nuclear missiles disappeared from an unguarded military installation in Iraq.,1,World
"Schilling, Ramirez Lead Red Sox to Easy Opening Win", NEW YORK (Reuters) - Curt Schilling pitched 6 2/3 innings  and Manny Ramirez hit a three-run homer in a seven-run fourth  frame to lead the Boston Red Sox to a 9-3 win over the host  Anaheim Angels in their American League Divisional Series  opener Tuesday.,2,Sports
Twins-Yankees Game Postponed by Rain (AP),AP - The game between the Minnesota Twins and the New York Yankees on Tuesday night was postponed by rain.,2,Sports
Shell Pleases City with Anglo-Dutch Merger,Oil giant Shell swept aside nearly 100 years of history today when it unveiled plans to merge its UK and Dutch parent companies. Shell said scrapping its twin-board structure ,3,Business
Caesars Profit Up on Vegas Hotel Business,Caesars Entertainment Inc. on Thursday posted a rise in third-quarter profit as Las Vegas hotels filled up and Atlantic City properties squeaked out a profit that was unexpected by the company.,3,Business
U.S. Secret Service's Other Side: Fighting Fake Money,Half of all U.S. Secret Service agents are dedicated to protecting President Washington #151;and all the other Presidents on U.S. currency #151;from counterfeiters.,4,Sci/Tech
Cisco to power Indian Ethernet,One of India #39;s leading telecommunications providers will use Cisco Systems #39; gear to build its new Ethernet-based broadband network.,3,Business
Group  #39;kills second US hostage #39;,"Militants in Iraq have killed the second of two US civilians they were holding hostage, according to a statement on an Islamist website.",1,World
Better than the best,"PARIS The verdict is in: The world #39;s greatest race car driver, the champion of champions - all disciplines combined - is Heikki Kovalainen.",2,Sports
West Indies v Pakistan,Pakistan won the toss and unsurprisingly chose to bowl first as they and West Indies did battle at the Rose Bowl today for a place in the ICC Champions Trophy final against hosts England.,2,Sports
Beacon Roofing Leads Day of IPO Gains,"Shares of Beacon Roofing Suppler Inc. shot up as much as 26 percent in its trading debut Thursday, edging out bank holding company Valley Bancorp as the biggest gainer among a handful of new stocks that went public this week.",3,Business
Dozens Believed Killed in U.S. Assault on Iraqi City,"More than 4,000 American and Iraqi soldiers mounted a military assault on the insurgent-held city of Samarra.",1,World
"Maxime Faget, Mercury Spacecraft Designer, Dead at 83","Maxime Faget conceived and proposed the development of the one-man spacecraft used in Project Mercury, which put the first American astronauts into suborbital flight, then orbital flight ",4,Sci/Tech
Storm pulls wet blanket over holiday sales,"The first weekend of holiday shopping went from red-hot to dead white, as a storm that delivered freezing, snowy weather across Colorado kept consumers at home.",3,Business
Mexico's Fox Says U.S. Migration Deal a Priority, MEXICO CITY (Reuters) - Mexican President Vicente Fox said  on Monday he hoped President Bush's re-election meant a  bilateral accord on migration would be reached before his own  term runs out at the end of 2006.,1,World
Dollar Falls as Deficit Worries Mount, LONDON (Reuters) - The dollar fell within half a cent of  last week's record low against the euro on Thursday after  capital inflows data added to worries the United States may  struggle to fund its current account deficit.,3,Business
Chirac Denies He Refused to See Iraq's Allawi, BRUSSELS (Reuters) - French President Jacques Chirac said  on Friday he had not refused to meet Iraqi interim Prime  Minister Iyad Allawi after reports he was snubbing the Iraqi  leader by leaving an EU meeting in Brussels early.,1,World
China pledges \$20B to Argentina,"China has pledged to invest \$20 billion in Argentina in the next 10 years, La Nacion reported Wednesday. The announcement came during the first day of a two-day visit ",3,Business
Clinton in Good Spirits Before Surgery,"NEW YORK - Former President Bill Clinton was in good spirits Saturday, walking around his hospital room in street clothes and buoyed by thousands of get-well messages as he awaited heart bypass surgery early this coming week, people close to the family said.    Clinton was expected to undergo surgery as early as Monday but probably Tuesday, said Democratic Party Chairman Terry McAuliffe, who said the former president was ""upbeat"" when he spoke to him by phone Friday...",1,World
"Toyota, Partner to Invest \$461 Mln in China Venture (Update2)","Toyota Motor Corp., the world #39;s biggest carmaker by value, will invest 3.8 billion yuan (\$461 million) with its partner Guangzhou Automobile Group to boost manufacturing capacity in ",3,Business
Poland to cut Iraq troops in early  #39;05,"Poland will cut its troops in Iraq early next year and won #39;t stay in the country  quot;an hour longer quot; than needed, the country #39;s prime minister said Friday.",1,World
Johnny Damon Complains of Migraines (AP),AP - Boston Red Sox center fielder Johnny Damon is having a recurrence of migraine headaches that first bothered him after a collision in last year's playoffs.,2,Sports
Microsoft plugs hole in Exchange,The patch fixes a flaw in the e-mail server software that could be used to get access to in-boxes and information.,4,Sci/Tech
Cardenas wins 17th stage of Spanish Vuelta; Heras still overall &lt;b&gt;...&lt;/b&gt;,"Felix Cardenas of Colombia won the 17th stage of the Spanish Vuelta cycling race Wednesday, while defending champion Roberto Heras held onto the overall leader #39;s jersey for the sixth day in a row.",2,Sports
Extinction Looms Over Larger Species (AP),"AP - Being the biggest dog may pay off at feeding time, but species that grow too large may be more vulnerable to extinction, new research suggests.",4,Sci/Tech
Car bomb blast hits US convoy in Mosul,"A car bomb exploded at a US military convoy in the northern Iraqi city of Mosul, causing several casualties, the army and Iraqi officials said.",1,World
Transmeta Ships New Chip With Antivirus Technology,Newest Efficeon processor also offers higher frequency using less power.,4,Sci/Tech
BAE turns its sights on US,BAE Systems has launched a search for a senior American businessman to become a non-executive director. The high-profile appointment is designed to strengthen the board at a time when the defence giant is ,3,Business
Finnair Introduces Mobile Check-In Service (AP),"AP - In what it calls a first in international air travel, Finnair says it will let its frequent fliers check in using text messages on mobile phones.",4,Sci/Tech
Software Firm to Name New Chief Executive,"Computer Associates International is expected to announce that its new chief executive will be John Swainson, an I.B.M. executive with strong technical and sales credentials.",3,Business
US drubs Panama 6-0 in Cup qualifying,Established star Landon Donovan and rising sensation Eddie Johnson carried the United States into the regional qualifying finals for the 2006 World Cup in emphatic fashion Wednesday night.,2,Sports
FOCUS: Ericsson Market Share Gains Set To Continue,"STOCKHOLM (Dow Jones)--Expectations for Telefon AB LM Ericsson #39;s (ERICY) third-quarter performance imply that while sales of mobile telephony equipment are expected to have dipped, the company ",3,Business
"Phelps, Rival Thorpe in 200M-Free Semis","ATHENS, Greece - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final.    Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries...",1,World
Sharon to Present Gaza Timetable to Mutinous Party, JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  intends to present a timetable for withdrawal from Gaza to  lawmakers from his Likud Party Tuesday despite a mutiny in the  right-wing bloc over the plan.,1,World
Search Engine for Programming Code,"Search Engine for Programming Code\\An article at Newsforge pointed me to Koders ( http://www.koders.com ) a search engine for finding programming code. Nifty.\\The front page allows you to specify keywords, sixteen languages (from ASP to VB.NET) and sixteen licenses (from AFL to ZPL -- fortunately there's an information page to ...",4,Sci/Tech
Apple Products Win Six Awards," #147;Apple once again was the star of the show at the annual MacUser awards, #148; reports MacUser,  #147;taking away six Maxine statues including Product of the Year for the iTunes Music Store. #148; Other Apple award winners: Power Mac G5, AirPort Express, 20-inch Apple Cinema Display, GarageBand and DVD Studio Pro 3. Nov 22",4,Sci/Tech
Hopes for Solution to Afghan Hostage Crisis, KABUL (Reuters) - Three U.N. workers held by militants in  Afghanistan were in their third week of captivity on Friday  after calls from both sides for the crisis to be resolved ahead  of this weekend's Muslim festival of Eid al-Fitr.,1,World
U.S. Wildlife Refuges Facing Threats (AP),"AP - A sweeping wildlife preserve in southwestern Arizona is among the nation's 10 most endangered refuges, due in large part to illegal drug and immigrant traffic and Border Patrol operations, a conservation group said Friday.",4,Sci/Tech
Fix EU executive  #39;crisis #39; urges Chirac,"ROME, Oct 29 (AFP) - French President Jacques Chirac urged the head of the incoming European Commission Friday to take  quot;the appropriate decisions quot; to resolve a row over his EU executive team which has left the EU in limbo.",1,World
Shell unveils \$15bn recovery plan,The Anglo-Dutch oil giant Shell today sought to draw a line under its reserves scandal by announcing plans to spend \$15bn (8.4bn) a year to replenish reserves and develop production in its oil and gas business.,3,Business
PeopleSoft #39;s Prospects Top Agenda at Show,"SEPTEMBER 20, 2004 (COMPUTERWORLD) - At PeopleSoft Inc. #39;s Connect 2004 conference in San Francisco this week, the software vendor is expected to face questions from users about its ability to fend off Oracle Corp.",4,Sci/Tech
Russia Launches Inquiry Into School Siege,"Russia's parliament will launch an inquiry into a school siege that killed over 300 hostages, President Vladimir Putin said on Friday, but analysts doubt it will satisfy those who blame the carnage on security services.",1,World
Blair defends new exam proposals,Tony Blair talks to business leaders about new proposals for a major shake-up of the English exam system.,1,World
Malaysian woman claims new record after 36 days with scorpions,"KUALA LUMPUR, Malaysia A Malaysian woman has claimed a new world record after living with over six-thousand scorpions for 36 days straight.",1,World
Photo: The Internet debate,"PBS's Charlie Rose quizzes Sun co-founder Bill Joy,  Monster.com chief Jeff Taylor, and venture capitalist John Doerr.",4,Sci/Tech
"Newspaper circulations drop by 0.9, report says","Circulation declined at most major US newspapers in the last half year, the latest blow for an industry already rocked by a scandal involving circulation misstatements that has undermined the confidence of investors and advertisers.",3,Business
Skype Calls on Siemens Phones,"Skype Technologies is teaming with Siemens to offer cordless phone users the ability to make Internet telephony calls, in addition to traditional calls, from their handsets.",4,Sci/Tech
Trucking Industry Won't Fight Diesel Rules (AP),"AP - After years of resistance, the U.S. trucking industry says it will not try to impede or delay a new federal rule aimed at cutting diesel pollution.",4,Sci/Tech
ATA OKs \$117 million Southwest deal,INDIANAPOLIS - ATA Airlines has accepted a \$117 million offer from Southwest Airlines that would forge close ties between two of the largest US discount carriers.,3,Business
Iran issues nuclear warning,could take drastic steps if the talks did not proceed as Tehran wants. Mehr news agency quoted him as saying on Wednesday. that could be used ,1,World
Jordan Makes Statement,Wizards coach Eddie Jordan says the team is making a statement that immaturity will not be tolerated by suspending Kwame Brown one game for not taking part in a team huddle during a loss to Denver.,2,Sports
Cause of shopping center fire in South Everett under investigation,EVERETT  Fire investigators are still trying to determine what caused a two-alarm that destroyed a portion of a South Everett shopping center this morning. ,3,Business
Bids Placed Despite Mixed News,"Umesh Patel, a 36-year old software engineer from California, debated until the last minute.",4,Sci/Tech
Oracle #39;s Fight to the Finish,"Sure, the PeopleSoft board told shareholders to just say no. This battle will go down to the wire, and even afterward Ellison could prevail.",3,Business
Stocks Climb Higher As Oil Prices Slip,"Investors cheered by falling oil prices and an improving job picture sent stocks higher Tuesday, hoping that the news signals a renewal of economic strength and a fall rally in stocks.",3,Business
Roddick Wins in Straight Sets Over Robredo (AP),"AP - Andy Roddick has yet to face a challenge in his U.S. Open title defense. He beat No. 18 Tommy Robredo of Spain 6-3, 6-2, 6-4 Tuesday night to move into the quarterfinals without having lost a set.",2,Sports
Red Sox victory steals the power of the dour,"Now that hell froze over in Boston, New England braces for its rarest season -- a winter of content. Red Sox fans are adrift from the familiar torture of the past.",2,Sports
Wal-Mart Holds Sales View for September," CHICAGO (Reuters) - Wal-Mart Stores Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt;, the  world's largest retailer, said on Saturday it still anticipates  September U.S. sales to be up 2 percent to 4 percent at stores  open at least a year.",3,Business
Tokyo Stocks Open Lower on Profit Grab, TOKYO (Reuters) - Tokyo's Nikkei stock average opened down  0.15 percent on Wednesday as investors took a breather from the  market's recent rises and sold shares of gainers such as Sharp  Corp.,3,Business
Survey Records Pattern of Tarantulas (AP),"AP - From now until the start of winter, male tarantulas are roaming around, searching for female mates, an ideal time to find out where the spiders flourish in Arkansas.",4,Sci/Tech
Sharon death threats investigated,"Israeli authorities have launched an investigation into death threats against Israeli Prime Minister Ariel Sharon and other officials supporting his disengagement plan from Gaza and parts of the West Bank, Jerusalem police said Tuesday.",1,World
Oracle Extends Bid for PeopleSoft (NewsFactor),"NewsFactor - While a U.S. District Court continues to weigh the legality of \Oracle's (Nasdaq: ORCL) attempted takeover of \PeopleSoft (Nasdaq: PSFT), Oracle has taken the necessary steps to ensure the offer does not die on the vine with PeopleSoft's shareholders.",4,Sci/Tech
"Oil prices skid, US stocks of crude seen growing","NEW YORK : World oil prices fell, capping a drop of more than 14 percent in a two-and-a-half-week slide triggered by a perception of growing US crude oil inventories.",3,Business
Scientists work to protect crops,SUFFOLK -- Virginia Tech scientists are preparing to protect the state #39;s largest crop from a disease with strong potential to do damage.,3,Business
Ukraine faces milestone election,"It was a carefully scripted moment when Russian President Vladimir Putin began quoting Taras Shevchenko, this country #39;s 19th-century bard, during a live television ",1,World
China welcomes Russia #39;s ratification of Kyoto Protocol,China says it welcomes Russia #39;s ratification of the Kyoto Protocol that aims to stem global warming by reducing greenhouse-gas emissions.,1,World
PalmSource Smartens Up OS for Mobile Phones,Analysts said the smartphone enhancements hold the potential to bring PalmSource into an expanding market that still has room despite early inroads by Symbian and Microsoft.,4,Sci/Tech
M.T.A. Seeks Tax Increases Over 5 Years,The Metropolitan Transportation Authority is proposing a tax increase to raise \$900 million a year to help pay for a five-year rebuilding program.,1,World
Canadian general elected to head NATO military committee (AFP),"AFP - The Canadian armed forces chief of staff on was elected to take over as head of NATO's Military Committee, the alliance's highest military authority, military and diplomatic sources said.",1,World
"Motions against Sudan, Zimbabwe fail in UN committee (AFP)","AFP - Two proposed resolutions condemning widespread rights abuses in Sudan and Zimbabwe failed to pass a UN committee, mired in debate between African and western nations.",1,World
